Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/alkmaar/3073bf84/gashouderstraat,"€1,400 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),40 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A15: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/alkmaar/12146953/gashouderstraat,"€1,400 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),35 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A12: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/alkmaar/e70c5350/gashouderstraat,"€1,400 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),40 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A6: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/alkmaar/09b4787d/gashouderstraat,"€1,200 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),40 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A5: 1200 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/alkmaar/6a1f53a2/gashouderstraat,"€1,000 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),35 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A110: 1000 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/alkmaar/a0a93284/gashouderstraat,"€1,200 per month","Includes: Electricity, Gas, Water",1815 BC (Spoorbuurt),40 m²,1 room,,Temporary rental,2024,1,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are six apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A7: 1200 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability."
https://www.pararius.com/apartment-for-rent/den-bosch/95794697/sint-jorisstraat,"€1,288 per month",Excludes: Service costs,5211 HA (Binnenstad centrum),50 m²,2 rooms,,Unlimited period,1865,1,"Shower
Toilet",Not present,Present (11 m²),A,Not present,Yes,,No,"Description
Nice apartment with garden for rent in Den Bosch with 1 bedroom in the Binnenstad centrum district."
https://www.pararius.com/apartment-for-rent/apeldoorn/9bed5137/sophiaplein,"€1,073 per month",,7311 PA (De Haven),60 m²,2 rooms,,,2024,1,,Present,,A,,,,,"Description
Apartment with balcony for rent in Apeldoorn in the De Haven district."
https://www.pararius.com/apartment-for-rent/arnhem/d344f698/van-hasseltstraat,"€1,100 per month",,6821 AM (St. Marten),60 m²,3 rooms,,Temporary rental,1906,1,"Roof terrace
Shower
Toilet",Not present,,G,,,,,"Description
In the atmospheric St Marten district, on the second floor of a fully and stylishly renovated mansion , situated completely renovated 2 - bedroom apartment with sunny roof terrace.
This beautiful upstairs apartment is within walking distance of the Sonsbeekpark, the center of Arnhem, shops and public transport .
Layout:
Ground floor:
Entrance, shared hall with boxes and metercupboards, stairs to apartment.
Apartment:
Entrance, living room with access to the spacious terrace at the back (approx. 9m ² ) , new kitchen with Bosch and Miele appliances , bedroom at the front (approx. 8m ² ) , new modern bathroom (approx. 8m ² ) with shower, washbasin , a toilet and plumbing for washing machine.
Floor:
2nd bedroom (approx. 11m ²)accesible by staircase.
Details:
Energylabel G;
The apartment has recently been completely and professionally renovated. (electricity, heating , plumbing , walls and floors) ;
New ( hardwood ) double glazed windows ;
Excluding € 50,00 servicecharges and excluding g/w/e , tv , internet and local taxes.
Are you interested in this apartment? Register now without obligation and without charge through our website ****** or contact our Arnhem in office."
https://www.pararius.com/apartment-for-rent/deventer/02812f02/boterstraat,"€1,270 per month",,7411 DA (Centrum),80 m²,3 rooms,,,1970,1,,Present,,G,,,,,"Description
Apartment with balcony for rent in Deventer in the Centrum district."
https://www.pararius.com/apartment-for-rent/zwolle/4e60f521/weversgildeplein,"€1,295 per month",,8011 XN (Binnenstad-Noord),125 m²,3 rooms,,,1450,1,,,Not present,,,,,No,"Description
123Wonen The rental agent of Zwolle offers:
In the historic center of Zwolle on the Weversgildeplein, you will find one of the oldest buildings in Zwolle, containing this beautiful apartment!
Close to shops, restaurants and the city canal, this well-finished apartment with a spacious living room, two spacious bedrooms and beautiful characteristic features is available immediately and indefinitely. In short: living in a characteristic old building in a prime location with all important amenities within walking distance!
LAYOUT
Entrance, stairs to the second floor.
Hall, spacious living room with characteristic beamed ceiling and modern corner kitchen with all important appliances and washing machine.
Stairs to the third floor, landing with access to the two spacious bedrooms and the bathroom. Neat bathroom with bath with shower, sink and toilet.
DETAILS
- Available per 1st of December 2024
- Minimum rental period: 12 months
- For rent for an indefinite period of time!
- Rent: € 1295,00 per month
- Furniture: € 100,00 per month
- Fixed fee water, electricity: € 50,00 per month
- Internet € 71,00 per month
- Deposit: 1 month rent
- NO commission for the tenant! 123Wonen works as a rental agent for the landlord.
Do you find this offer on another website? Check our own website for up-to-date offers: ******.
Are you an expat living abroad and looking for a new home in or around Zwolle?
Have a look on: ******.
We can help you with finding a new home beyond our own offers!
Should you need any further information, or would you like to plan a viewing? Do not hesitate to contact 123Wonen Zwolle!"
https://www.pararius.com/apartment-for-rent/roermond/389a0cfa/neerstraat,Price on request,,6041 KC (Binnenstad),73 m²,2 rooms,,Unlimited period,1887,,"Internet connection
Sewer connection
Toilet",Not present,Not present,,,No,,No,"Description
Beautiful apartment for rent in Roermond with 1 bedroom in the Binnenstad district."
https://www.pararius.com/house-for-rent/oudewater/a9086f31/oudeweg,"€1,400 per month",Excludes: Service costs,3421 GX (Willeskop),100 m²,4 rooms,,Unlimited period,1970,,,Not present,Present (located on the north-west),C,Not present,Yes,On private land,No,"Description
DETACHED HOUSE AVAILABLE IN A QUIET AREA OF OUDEWATER
Located on Oudeweg in Oudewater, this spacious detached house is available for rent indefinitely.
Through a private driveway and the gated entrance, you’ll enter the large garden, which includes an enormous barn/garage. This space is included in the rent and is ideal for storage or as a hobby room.
Entering through the front door and hallway, you’ll find the bathroom to your left, equipped with a shower and sink. Further down the hall, you’ll enter the spacious, bright living room with an open kitchen. Thanks to windows running the entire length of the house, this is a wonderfully light-filled space with ample possibilities for creating separate sitting and dining areas. The kitchen offers plenty of cabinet storage and more than enough workspace. The open layout of the room allows for constant connection with family members or guests.
This house has four additional rooms, two of which are well-suited as bedrooms. It is possible to set up a third room as a bedroom, though you should note that this bedroom can only be accessed through one of the other bedrooms.
DETAILS
Available indefinitely
Living room with unobstructed views of the fields
Property has a final energy label C
According to the WWS point system, this property qualifies as free sector housing. A current points assessment will be provided to the tenant at the start of the rental period
Large storage area for a washing machine/dryer
A modern kitchen
Hexagonal garage of 60m²
Private driveway
SELECTION PROCEDURE
Rotsvast will determine which applicants responded first based on received emails. Due to the expected large number of responses, not all applicants may be invited. This email must include at least the following information:
Name of tenant(s)
Explanation of the group composition
Gross annual income of tenant(s)
Applications that do not meet these requirements will not be processed.
Invitations for a viewing round are issued based on the order of received emails, and slots are on a “first-come, first-served” basis.
After viewing, an income and reliability screening will be conducted using various (public) registers. The tenant must successfully complete this screening and achieve a top score of 5 stars in our screening tool (Properize). The decision to rent out the property is entirely up to the property owner. If multiple candidates pass the screening, the choice is based on income, screening results, and the tenant’s personal circumstances. Tenants may explain their personal situation during the screening.
Candidates who are not assigned the property after screening have the right to request further explanation and, of course, may review the screening report.
NOTE: Rotsvast represents the owner's interests, who wishes to rent out as of the available date. Upon completing the screening, Rotsvast will directly propose a dossier to the owner. If a dossier has already been accepted, subsequent fully completed dossiers will no longer be considered. It is the responsibility of prospective tenants to submit a complete dossier as quickly as possible. Rotsvast will not actively update tenants on the progress of other candidates' screening processes. In a high-demand housing market, Rotsvast assumes that candidates are aware of the importance of timely action.
Are you interested in this rental property? Contact Rotsvast Gouda to schedule an appointment!
Interested in a viewing? Please contact us at ****** or via ******!"
https://www.pararius.com/house-for-rent/burgerbrug/02d25227/rijksweg,"€1,395 per month",,1754 EB (Burgervlotbrug en Buitengebied),102 m²,4 rooms,,,1910,1,,,Present (270 m²),D,,,,No,"Description
We warmly welcome you to this beautiful and tastefully renovated home! In the house, you will find peace and space. The property is located along the canal and the main road between Alkmaar and Den Helder.
The house is situated in the picturesque village of Burgerbrug, in the municipality of Schagen. Burgerbrug is close to the North Sea coast, just a few minutes' drive from the dunes and the beach of Petten. This region is known for its expansive polders, beautiful cycling routes, and tranquil living environment. Additionally, cities like Alkmaar and Schagen are easily accessible for daily amenities, shops, and lively markets.
The location makes it an ideal spot for those seeking peace and nature lovers, while larger cities and the beach are within reach.
The apartment is centrally located, near the beach, dunes, Alkmaar, Schagen, and Texel. From the roof terrace, you have a magnificent view of the Hondsbosche seawall and the surrounding countryside.
Layout
From the entrance, you enter the living room with a kitchen that is fully equipped with modern amenities, and the living room features a sofa, TV, pellet stove, and a table with 6 chairs. On the ground floor, there is also a toilet and a washer-dryer combination. Upstairs, there are three bedrooms, a bathroom, and a separate toilet. One bedroom has access to the roof terrace with a panoramic view.
Please note:
This property is available for temporary rental. Due to new rental legislation effective July 1, 2024, we can only rent this home to the following groups:
Renovation: Tenants who, due to urgent work or renovation as referred to in Article 220, second paragraph, of Book 7 of the Dutch Civil Code, must vacate their residence and temporarily require alternative accommodation.
Separation: Individuals with one or more minor children who no longer live in a sustainable household with the other parent and wish to remain close to their children.
Details
Available from November 1, 2023, for specific target groups
Rental period until a maximum of April 1, 2024
Rent is exclusive of gas, water, and electricity
Two months' deposit
Furnished"
https://www.pararius.com/apartment-for-rent/leiden/6e6d9a49/medusastraat,"€1,190 per month","Includes: Electricity, Gas, Internet, Service costs, Water",2315 GS (De Kooi),45 m²,2 rooms,,Unlimited period,1910,1,"Internet connection
Shower
Toilet",Not present,Present (35 m²),C,Not present,No,,No,"Description
Nice apartment with garden for rent in Leiden with 1 bedroom in the De Kooi district."
https://www.pararius.com/apartment-for-rent/veenendaal/35c1ea85/dr-colijnstraat,"€1,197 per month",,3904 ET (Franse Gat),59 m²,3 rooms,,,2023,1,"Lift
Mechanical ventilation
Shower
Toilet
Laundry room",Not present,,A++,Present,Yes,Public,,"Description
Apartment for rent in Veenendaal with 2 bedrooms in the Franse Gat district."
https://www.pararius.com/apartment-for-rent/leeuwarden/09326168/oostersingel,"€1,000 per month",Excludes: Service costs,8921 GA (Zeeheldenbuurt),80 m²,2 rooms,,Unlimited period,1900,,,Not present,Not present,,Not present,No,,No,"Description
Apartment for rent in Leeuwarden with 1 bedroom in the Zeeheldenbuurt district."
https://www.pararius.com/house-for-rent/bergen-op-zoom/b3e261c9/klaverstraat,"€1,250 per month",Excludes: Service costs,4611 RW (Centrum),140 m²,3 rooms,,Unlimited period,1920,1,"Bath
Shower
Toilet",Not present,Not present,B,Not present,No,,No,"Description
Furnished maisonette in the old city center of Bergen op Zoom with a living area of 140 m2.
layout:
Hall with tiled floor
Utility room with tiled floor, closet, washer and dryer, sink, freezer and boiler
1st Floor:
Toilet with wooden floor
Living room with wooden floor
Kitchen with wooden floor, kitchen with dishwasher, combi oven, refrigerator, induction sale late and hood
balcony
2nd Floor:
Landing with wooden floor
3 bedrooms with sink and cupboards
Tiled bathroom with shower, bath, toilet, bidet and double sink.
Attic:
Accessible by staircase.
The attic is lockable with door
Conditions:
Minimum rental period: 12 months
Deposit: € 975, -
Minimum gross annual income: € 40.000, -."
https://www.pararius.com/house-for-rent/witharen/751e206e/de-haar,"€1,395 per month",,7738 PV (Buurtschap Witharen),163 m²,1 room,,,1971,,,,Present (1.455 m²),C,,,,No,"Description
123Wonen – The rental agent of Zwolle presents:
Detached house with large garden and 4 bedrooms in Witharen – available immediately!
Are you looking for a spacious, detached home in a peaceful, rural setting? This charming house in the idyllic village of Witharen offers everything you need! Nestled in a beautiful green environment with plenty of space, it is the perfect place for those who value privacy and nature, as well as comfort and modern living. The property is available immediately for a rental period of approximately two years.
This well-maintained home features a large garden, ideal for relaxing, with all garden maintenance taken care of for you. With no less than four bedrooms, a bright living room, and a fully equipped kitchen, this property offers ample living space both inside and out.
LAYOUT
Upon entering, you are welcomed into the hallway with a staircase. Here you will also find a toilet and access to two spacious bedrooms, as well as the cozy living room with views over the meadows. From the living room, you enter the modern kitchen, equipped with all the necessary built-in appliances for optimal cooking convenience.
Behind the kitchen is a second hallway, which leads to the back door and the bathroom, featuring a sink and shower.
First floor The first floor offers a spacious landing with access to two additional bedrooms. Both rooms are fitted with practical knee walls, providing extra storage space.
The property boasts a very large garden where you can fully enjoy the outdoors, with garden maintenance provided for you.
In short, an ideal home for those seeking space, comfort, and a beautiful garden.
DETAILS
Available immediately
For rent for approximately 24 months
Rent: € 1395,00 per month
Garden maintenance: € 200,00 per month
Rent is excluding gas, electricity, water, internet, television, and municipal charges
Security deposit: 1 month’s rent
NO agency fees for tenants! 123Wonen acts as a rental agent for the owner.
Please note: this is a temporary, fully furnished rental.
Requests that do not meet these criteria will not be processed.
Did you find this property on a third-party website?
Please check our own website: ****** for our current listings!
For more information or to schedule a viewing, feel free to contact us!"
https://www.pararius.com/apartment-for-rent/maastricht/9cede10c/glacisweg,"€1,085 per month",Includes: Service costs,6212 BN (Villapark),52 m²,2 rooms,,Unlimited period,1990,1,Shower,Not present,,D,Present,Yes,,,"Description
In the heart of Sint Pieter, quietly located, renovated one-bedroom flat on the 2nd floor with loggia.
Available for one household
Layout:
Ground floor:
Entrance with communal mailboxes and doorbells (intercom available).
Second floor:
Entrance/hallway with laminate flooring and wall cupboard. Living room with laminate floor and lots of light through large windows. As good as brand new, open kitchen with 4-burner induction hob, extractor, fridge with freezer and combi-oven-microwave. Bedroom with laminate flooring and access to loggia. Fully tiled bathroom with designer bath with shower, sink, toilet and washing machine connection. Central heating room with central heating boiler.
Storage cupboard on shared landing.
Extra info:
- Rental price including service costs and parking space
- Rental price excluding G/W/E, internet and TV
- Suitable for single or couple
- No dogs allowed
General information:
Within walking distance of shopping facilities, nature reserve Sint Pieter, city park and the historic centre of Maastricht. Also well situated near the highways (A2 and A79)."
https://www.pararius.com/apartment-for-rent/den-haag/08a75066/reinkenstraat,"€1,095 per month",Excludes: Service costs,2517 CX (Sweelinckplein en omgeving),72 m²,2 rooms,Protected townscape,Temporary rental,1900,1,,Present,Not present,G,Not present,Yes,Paid,No,"Description
This special apartment with roof terrace is located in The Hague in the Reinkenstraat. The apartment has a living area of 81 m2 and was built in 1900.
a spacious and sunny terrace at the rear.
The house is easily accessible with many amenities nearby. Situated within cycling distance of the center of The Hague, walking distance from a supermarket. In addition, the nearest exit road in the vicinity is only a 7-minute drive away.
Spacious 2 room apartment.
Bedroom approximately 3.20 m x 2.30 m
Rent € 995 excl. GLW
gas light water together with the downstairs neighbors
Housing permit required
Minimum income from work of net 2985,-"
https://www.pararius.com/apartment-for-rent/nijmegen/078a1ef9/van-welderenstraat,"€1,250 per month",,6511 MH (Stadscentrum),55 m²,2 rooms,,Temporary rental,2023,,,Not present,,A,,Yes,Permit,,"Description
Nice furnished apartment for rent in Nijmegen with 1 bedroom in the Stadscentrum district."
https://www.pararius.com/apartment-for-rent/almere/dd87e53b/schilderhof,"€1,212 per month","Includes: Service costs, Water",1315 LS (Centrum Stad Oost),49 m²,2 rooms,,Unlimited period,2021,1,,Present,Not present,A++++,Not present,No,,No,"Description
Description:
Tightly finished 2-room flat with a top location right in the centre of Almere. Shops and restaurants can be found around the corner and the train station is just a 1-minute walk away. From here, you can be in Amsterdam within 30 minutes.
The flat is accessible by stairs and a lift. Each flat has underfloor heating, two air conditioners and 6 solar panels. The kitchen is equipped with a fridge-freezer, dishwasher, combination microwave oven and plenty of cupboard space.
The bathroom is modern and sleek, with a spacious walk-in shower and a washbasin with cabinet. The flats each have a private outdoor space.
On the first floor of the complex, you will find an enclosed communal bicycle storage room accessible by lift.
This unfurnished flat is available from 01 December 2024 including service costs plus advance payment of water and excluding city heating and electricity.
The rental contract is for an indefinite period with a minimum rental period of 12 months. The deposit is 2 months rent.
- Pets, children and students are not allowed!
Please note: Note: The layout of the flat in the photos may differ from the actual layout, but give a true picture of the flat's delivery level.
The property is available from Dec. 1st, 2024
Rental price total EUR 1.212,-
Rent: EUR 1.132
Movable property: EUR 25
Service costs: EUR 45
Water: EUR 10
Details
Floor space: approx. 49 m2
Bedrooms: 1
Rental period: minimum 1 year
Pets: Not allowed
Age: Minimum 21 years
Income: Please note that an income requirement/test applies.
Deposit: 2 months
particulars:
perfect location in the city centre
high-quality finishing
energy label A++
enclosed bicycle shed"
https://www.pararius.com/apartment-for-rent/deventer/dda22b90/graaf-van-burenstraat,"€1,240 per month",Excludes: Service costs,7411 RW (Noordenbergsingel),65 m²,3 rooms,,Unlimited period,1997,1,"Bath
Lift",Present,Present,,Present,Yes,Public,No,"Description
Beautiful apartment with garden for rent in Deventer with 2 bedrooms in the Noordenbergsingel district."
https://www.pararius.com/apartment-for-rent/tilburg/baf20ad1/noordstraat,"€1,245 per month",Excludes: Service costs,5038 EJ (Binnenstad West),71 m²,2 rooms,,Temporary rental,2024,1,,Present,Not present,A++,Not present,Yes,Permit,No,"Description
Available for Rent – Starting November 1st!
Reservations Now Open
Newly renovated and fully furnished 1-bedroom apartment in a prime location in Tilburg, perfect for expats, international students, or anyone looking for a temporary stay.
Apartment Highlights
• Newly Renovated & Furnished: High-quality finishes and fully equipped with everything you need. Just move in—no hassle.
• Prime Location: Located on Spoorlaan, just 2 minutes from the city center, with shops, restaurants, and cafes nearby.
• Easy Access: Supermarket around the corner. University and central station just 5 minutes by bike, and the highway is 10 minutes away.
The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!
Apartment Features
• Size: 71 m², rent €1,275/month (excluding service charges)
• Fully Furnished: Includes bed, sofa, cabinets, kitchen appliances, cutlery, and even towels and bedsheets
• New Kitchen: Includes induction hob, fridge freezer, dishwasher, and combination oven
• New Bathroom: Modern design with quality fittings
• Shared Backyard: Includes covered bike storage
Additional Information
• Rental period: max 6 months, perfect landing spot for expats/students/others who are looking for a temporary stay
• Energy label A++, low energy costs
• No pets allowed
• Located in a quiet yet lively neighborhood, close to everything
If you’re interested, send us a message to reserve. Ready to move in by November 1st!"
