Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Interieur,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP,Overige punten,Punten (checked),Redelijk
https://www.pararius.com/apartment-for-rent/den-haag/fe83101a/junostraat,1350,"Includes: Electricity, Gas, Internet, Service costs, Water",2516 BR,42,2,,Furnished,Unlimited period,2017,1,Lift,Not present,Not present,A++,Not present,Yes,Public,No,"Description
Have a look at our Juno short Stay apartments in The Hague.
At our location on the ''binckhorst ' in The Hague we offer various 1, 2 or 3 bedroom apartments, from approx.35 m² to 135 m2. The apartments are fully furnished and luxuriously equipped and includes heating, electricity, water and internet costs. The apartments can be rented from 3 to 24 months.
this listing is a 1 bedroom apartment of 42m2, available for € 1,1350 per month all in.
the photos are impressions of the different houses. There are apartments with 1, 2 or 3 bedrooms in the residential complex. The offer varies quickly due to the short stay nature.
Please inquire with our team for the current availability through email or our website!
Uniquely located apartment complex at the trekvliet with a view over the canal.
Creative and entrepreneurial environment, near the city centre and the highway.
Great for living and working. Due to the layout of the apartments and the spacious set up, renting in the juno building is also very suitable for combining living and working.
Location only 3 km away from the city centre of The Hague and centrally located to The Hague central station (2.7 km) and The Hague holland spoor (2.0 km).
Inclusive:
fully furnished and fully equipped;
water, electricity and heating (included with normal usage);
high speed internet;
free access to 30 tv channels;
all city taxes included;
including service charges;
renting a parking space possible (at an additional cost), on adjacent parking deck;
common closed bicycle shed;
registration with the municipality is possible.",FALSE,,Binckhorst,den haag,301000,39.375,6,4,-5,52,0,0,51.29548763,FALSE,145.11,48.73126092,147.6704876,13.5,158.61,
https://www.pararius.com/apartment-for-rent/helmond/f41ebc32/torenstraat,1245,Excludes: Service costs,5701 TS,60,2,,Upholstered,,2020,1,,Present,Not present,,Present,Yes,,No,"Description
Stunning new-build flat available on Torenstraat in Helmond. The apartments are located on the corner of Torenstraat and Anna van Eekerenstraat. These apartments are a stone's throw from the lively center of Helmond. Within a few minutes walking distance you can reach shops, restaurants and the Albert Heijn XL supermarket. The apartments are also only a 15-minute drive from Eindhoven.
These are unfurnished apartments, with 1 or 2 bedrooms. All apartments have a private parking space and private storage room located on the ground floor. The apartments vary in size from 49 m2 to 75 m2.
Apartments are spread over 3 floors, there is an elevator in the building.
Ground floor: here are 8 apartments
1st floor: here are 11 apartments
2nd floor: here are 11 apartments.
This is an apartment located on the ground floor and equipped with 1 bedroom.
All apartments will have an outdoor area (a patio garden for the apartments on the ground floor and a balcony for the apartments on the 1st and 2nd floor).
Apartments are delivered completely new and according to the latest building standards.
The apartments will have a beautiful PVC floor with underfloor heating, and a door mat will be installed at the front door.
Modern white kitchen with gray counter top, equipped with the following conveniences: refrigerator, induction plate, extractor hood, sink, combi microwave / oven and dishwasher.
Bathroom with washbasin, toilet, walk-in shower and design radiator. Some of the large 2 bedroom apartments have a separate WC.
The walls will be finished with glass fiber wallpaper which will be painted.
Particularities:
- Minimum rental period is 12 months
- Rent is excluding costs for electricity and water (no gas available), internet / TV and waste levy (local tax)
- Deposit is 1 x the monthly rent
- Each apartment has 1 private parking space in the adjacent parking lot, optionally you can rent a 2nd parking space for € 75.00 per month (these are only available to a limited extent)
- Each apartment has a private storage room
- Apartments are delivered upholstered: including blinds, fixed lighting and beautiful PVC floor",FALSE,,Centrum,helmond,188000,56.25,10,8,2,41,0,2.25,25.68267831,FALSE,145.18,25.68267831,145.1826783,4,149.18,FALSE
https://www.pararius.com/apartment-for-rent/amersfoort/718c5e7f/varkensmarkt,1300,Excludes: Service costs,3811 LD,57,2,,Upholstered,Unlimited period,1900,1,"Shower
Toilet",Not present,Not present,B,Present,Yes,,No,"Description
Nice apartment for rent in Amersfoort with 1 bedroom in the Grote Haag district.",FALSE,,Grote Haag,amersfoort,363000,53.4375,6,8,-5,34,0,0,51.80969892,FALSE,145.36,48.92157564,148.2471989,,145.36,
https://www.pararius.com/house-for-rent/noordwijkerhout/6e1613cc/duinschooten,1200,Excludes: Service costs,2211 ZC,65,1,,Furnished,Unlimited period,1974,1,,Not present,Present,D,Not present,Yes,On fenced site,No,"Description
Availability and conditions.
This property is available immediately until March 31, 2025 and can accommodate up to three people. Please note that applications from migrant workers are kindly discouraged.
Functional and comfortable winter living space
Looking for a temporary, comfortable place to live for the winter? This house on bungalow park Sollasi in Noordwijkerhout is the ideal solution, for example if you are having your house rebuilt or as a stopover in your search for a permanent home. Practical and fully furnished, the house offers everything for a pleasant stay.
With a living area of 60 m², the house has an enclosed garden, a bright living room with a cozy sitting area and a fireplace. The fully equipped kitchen with freezer, microwave and oven makes independent living particularly easy.
Sleeping and bathroom facilities
On the first floor there are three bedrooms.
In addition, there is a bathroom with a shower, toilet and washing machine, which makes the stay extra comfortable.
Quiet location with practical accessibility
Located in the heart of the Bulb Region, just a ten-minute walk from the nearest bus stop, the property is a quiet and strategic choice. Due to limited public transportation options, a car is recommended for maximum flexibility and convenience.",FALSE,,Buitengebied Noordwijkerhout,noordwijkerhout,618000,60.9375,3,8,2,14,0,0.75,83.51830702,FALSE,145.52,56.82791632,172.205807,10,155.52,
https://www.pararius.com/apartment-for-rent/utrecht/306cf6b6/lucasbolwerk,1334,Excludes: Service costs,3512 EH,59,2,,Upholstered,Temporary rental,1900,1,"Shower
Toilet",Present,Not present,C,Not present,No,,No,"Description
Apartment with balcony for rent in Utrecht with 1 bedroom in the Nobelstraat en omgeving district.",FALSE,,Nobelstraat en omgeving,utrecht,461000,55.3125,6,8,2,22,0,0,65.12034638,FALSE,145.6,52.28283931,158.4328464,3.5,149.1,
https://www.pararius.com/apartment-for-rent/eindhoven/1113804d/st-trudostraat,1395,Excludes: Service costs,5616 GA,47,2,,Upholstered,Temporary rental,1925,1,,Not present,Present,B,Not present,Yes,,No,"Description
Very nice apartment with a private AND maintenance-free backyard.
The apartment is located in the residential area of Oude Strijp within walking distance of Strijp S and near the center of Eindhoven, schools, stores, public transport and roads.
Living room:
Attractive living room with stucco walls and ceiling, laminate flooring, large windows with a pleasant light, and a door to the garden.
Fitted kitchen, sink, electric hob, extractor hood, fridge/freezer.
1 bedroom.
Fully tiled bathroom with a sink in furniture, shower, and toilet.
CONDITIONS
Rental price excluding gas/water/electricity of €125,- per month
Rental price excludes monthly service cost of €55,- per month.
Rental price excludes internet.
Deposit 1-month rent.
Income requires 3 month’s rent
Rental period minimum 12 months
Soft furnished
Suitable for max 2 people, extra charge 2nd person + €50,- per month.
No pets allowed
No smoking allowed
The property will be slightly different than the pictures.
We don't charge any kind of costs to the tenant for the rental mediation and the conclusion of a rental agreement.",FALSE,,Schouwbroek,eindhoven,324000,44.0625,6,8,2,34,0,2.5,52.1031311,FALSE,145.62,49.05965826,148.6656311,3.75,149.37,FALSE
https://www.pararius.com/apartment-for-rent/groningen/f39bb59f/winschoterkade,1215,"Includes: Electricity, Gas, Internet, Service costs, Water",9711 EA,60,2,,Upholstered,Unlimited period,1903,1,,Not present,Not present,A,Not present,Yes,Paid,No,"Description
MAIN DESCRIPTION
LIVING AT THE CANAL IN THE COZY CENTER OF GRONINGEN IN A LOFT WITH VIDE OF ABOUT 60M2. A UNIQUE OPPORTUNITY TO PUT YOUR OWN SPIN ON CITY LIFE IN THIS FANTASTIC lLOCATION.
LOCATION
The address is located 1.2km from the central station, 550 meters from the Grote Markt, 650 meters from the UMCG, 1km from the University of Groningen and 4.3km from the Zernike complex.
SITUATION
The apartment is located on the ground floor.
SURFACE.
The house has an approximate size of 60m2.
FEATURES
The accommodation is located on the ground floor and has a view over the canals. Upon entering there is a lovely open spacious living room with kitchen which is equipped with a dishwasher, hob, extractor, double sink, fridge freezer and plenty of storage. There is also access through the living room to the toilet and bathroom. A staircase leads to a lovely spacious mezzanine with enough space for a king-size bed, large closet and a study/office area. Because this is an open loft space there is so much for the creative mind to create with this playful space. For example, a living room could also be on the mezzanine. Is this one right for you? Come and approach us for a viewing.
In summary: A loft house at the canal. You can cross the road and enjoy the city life by the canal or just walk into town for a bite to eat and a drink.
RENTAL PRICE AND DEPOSIT
The basic rent: €1000,- and the advance payment for gas, water, electricity, TV and internet is €215,- This makes a total rent of €1215,-. The deposit is equal to two months basic rent.
AVAILABILITY & RENTAL PERIOD
The housing unit will become available as soon as possible. The minimum rental period is 12 months with a possibility of indefinite extension
INTERESTED?
You can leave a reaction via the website(s). The timeline determines which candidates we can invite for the first selection. So to make everything as fair as possible, we apply a first come first served rule. We therefore only accept applications via mail or via the application form on the website(s).
YOUTUBE
Might be good to subscribe to our YouTube channel. Expat Relocation Brokers always works on a first come, first served basis. So it is good to know that a property is first added on our YouTube Channel before the property comes online.
So if you subscribe and turn on the call icon, you will be notified when a new property is available. This can help you find a property.
Channel: Expat Relocation Brokers.
EXTRA
Are you unable to find a property? We are happy to help you with a personalised search based on your wishes and requirements. Check out our website for more information.
No legal rights can be derived from the above information.",FALSE,,Binnenstad-Zuid,groningen,283000,56.25,6,4,-5,41,0,4,39.59679767,FALSE,145.85,39.59679767,145.8467977,,145.85,TRUE
https://www.pararius.com/apartment-for-rent/harderwijk/ae57de9c/schoenmakersstraat,1265,Excludes: Service costs,3841 BB,43,2,,Upholstered,Unlimited period,2024,1,,Not present,Not present,,Not present,Yes,Public,No,"Description
RENOVATED GASS-FREE APARTMENT IN THE CENTER OF HARDERWIJK
A completely renovated gas-free apartment in the center of Harderwijk.
Layout
surface area of +/- 54 m2
Spacious living room with an open kitchen
Sleeping area in the back
Complete kitchen with an induction hob, combination oven, modern extractor hood and a fridge-freezer combination.
Modern bathroom with a washstand, toilet and shower
Modern PVC floor
Shared courtyard
Fully insulated, HR++ glass and a modern ventilation system
Gas-free
Energy label A
Unfurnished, partly upholstered
Location
Located in the center of Harderwijk
There is a supermarket and many nice shops closeby
A stone’s throw from the Market and Hortus Park
Public transport within walking distance
Rental information
Rent: €1.265 per month (excluding water, electricity and internet)
Deposit: €2530
Electricity, water, internet and taxes are not included
Priority for young people (up to 27 years old)/students
Income requirement: Gross income preferably 3 x rental amount, exceptions and guarantees are possible in some cases
Immediately available
This home is perfect for a one person or a couple! If you are interested, please send us a message with a small introduction.",FALSE,,Binnenstad Noord,harderwijk,373000,40.3125,6,8,-5,41,0,4.25,62.87955723,FALSE,146.52,51.95587888,157.4420572,,146.52,FALSE
https://www.pararius.com/apartment-for-rent/zwolle/4e60f521/weversgildeplein,1295,,8011 XN,125,3,,Furnished,,1450,1,,,Not present,,,,,No,"Description
123Wonen The rental agent of Zwolle offers:
In the historic center of Zwolle on the Weversgildeplein, you will find one of the oldest buildings in Zwolle, containing this beautiful apartment!
Close to shops, restaurants and the city canal, this well-finished apartment with a spacious living room, two spacious bedrooms and beautiful characteristic features is available immediately and indefinitely. In short: living in a characteristic old building in a prime location with all important amenities within walking distance!
LAYOUT
Entrance, stairs to the second floor.
Hall, spacious living room with characteristic beamed ceiling and modern corner kitchen with all important appliances and washing machine.
Stairs to the third floor, landing with access to the two spacious bedrooms and the bathroom. Neat bathroom with bath with shower, sink and toilet.
DETAILS
- Available per 1st of December 2024
- Minimum rental period: 12 months
- For rent for an indefinite period of time!
- Rent: € 1295,00 per month
- Furniture: € 100,00 per month
- Fixed fee water, electricity: € 50,00 per month
- Internet € 71,00 per month
- Deposit: 1 month rent
- NO commission for the tenant! 123Wonen works as a rental agent for the landlord.
Do you find this offer on another website? Check our own website for up-to-date offers: ******.
Are you an expat living abroad and looking for a new home in or around Zwolle?
Have a look on: ******.
We can help you with finding a new home beyond our own offers!
Should you need any further information, or would you like to plan a viewing? Do not hesitate to contact 123Wonen Zwolle!",FALSE,,Binnenstad-Noord,zwolle,270000,117.1875,9,8,0,-15,0,0,27.43231441,FALSE,146.62,27.43231441,146.6198144,9.5,156.12,FALSE
https://www.pararius.com/apartment-for-rent/eindhoven/0ddd74e9/otterstraat,1225,,5622 AL,57,2,,,,2022,1,"Lift
Mechanical ventilation
Awnings",Present,Not present,A,,No,,,"Description
Nice apartment with balcony for rent in Eindhoven with 1 bedroom in the Kronehoef district.",FALSE,,Kronehoef,eindhoven,278000,53.4375,6,4,2,41,0,0,40.29778595,FALSE,146.74,40.29778595,146.7352859,7.5,154.24,
https://www.pararius.com/apartment-for-rent/delft/e1f5fc8c/mercuriusweg,1350,,2624 BC,63,2,,Upholstered,,2020,1,"Shower
Storage space
Toilet",Present,Not present,A+,,Yes,On fenced site,No,"Description
ATTENTION! ONLY THROUGH THE AD OR BY EMAIL RESPOND TO THIS PROPERTY.
Spacious apartment located on the fifth floor of the newly built complex Mercury in Delft. The house has a spacious living room with open kitchen, a bedroom and a neat bathroom.
This property is located in an ideal location. Highways such as the A13 and A4 can be reached by car within 10 minutes, public transport is around the corner and the center of Delft is 8 minutes by bike. Also located at the end of the street for all daily shopping.
Layout.
First floor:
Central entrance with doorbells, staircase and elevator entrance.
Fifth floor:
Spacious hall which provides access to the bedroom, storage room, separate toilet, bathroom and living room with open kitchen. From the living room and from the bedroom is the balcony to reach.
Details:
Available from November 1, 2024;
Rental period indefinite, minimum 12 months;
Unfurnished;
Private parking;
With balcony;
Close to the center of Delft;
Income requirement: 3 times the rent as gross salary.
Rent:
Basic rent: € 1350
Service costs: € 50
Total rent price: € 1400
Deposit: € 1400
Name tag: € 25
The pictures are indicative and not of the house in question.",FALSE,,Mythologiebuurt,delft,188000,59.0625,6,8,2,47,0,0,25.0311222,FALSE,147.09,25.0311222,147.0936222,7.5,154.59,FALSE
https://www.pararius.com/apartment-for-rent/eindhoven/b879acf7/stratumsedijk,1400,,5611 NC,93,2,,,,1962,1,,Not present,Not present,D,,Yes,Public,No,"Description
DHVC Vastgoed offers: A neatly maintained 2-room apartment located on the Stratumsedijk in Eindhoven. Within walking distance of the center and public transport!
Layout:
Entrance with toilet and access to all other rooms.
The house has a very light and spacious living room with open kitchen. The kitchen is fully equipped.
The bedroom measures approx. 19m2 and the bathroom has a shower, sink and bath. There is a separate room for central heating and washing machine.
Rent: €1400,- p/m excl. GWE
Deposit: €2500,-
Start date: in consultation
Rental period: minimum 12 months
The information in this advertisement is entirely without obligation and the dimensions given are indicative. No rights can therefore be derived from its content.",FALSE,,Rochusbuurt,eindhoven,322000,87.1875,6,8,-5,14,0,0,37.1195004,FALSE,147.31,37.1195004,147.3070004,7.5,154.81,FALSE
https://www.pararius.com/apartment-for-rent/maastricht/27beeca0/keurmeestersdreef,1175,,6216 ED,77,3,,Upholstered,,1966,1,Toilet,Present,,C,,Yes,Public,,"Description
Not suitable for students.
Neat apartment on the first floor of a small-scale apartment complex centrally located in Belfort.
The house has 2 bedrooms and an indoor balcony on the south side (rear).
Layout
Basement
Spacious private storage room of approximately 20m2.
Ground floor
The stairs to the higher floors are via the central entrance with doorbells.
First floor
Entrance with access to all rooms.
The spacious living room of approximately 35m2 enjoys a lot of light and has a neat laminate floor.
The two bedrooms of 11m2 and 7 m2 respectively are located at the rear of the complex as well as the balcony.
The modern kitchen is equipped with a built-in refrigerator, 4-burner hob, oven and extractor hood.
From the kitchen you also have access to the utility room with the white goods connection.
The bathroom is equipped with a modern washbasin and bath shower combination.
The toilet can be reached separately from the hall.
Details:
– Not available for students
Rental details:
The rental price incl. service costs, water, heating costs and excl. electricity is € 1350,- per month.
The deposit is a one-off € 2350,-
We work according to the allocation protocol of Pararius. More information can be found via this link: ******",FALSE,,Belfort,maastricht,272000,72.1875,9,8,2,22,0,0.75,33.42562241,FALSE,147.36,33.42562241,147.3631224,6,153.36,FALSE
https://www.pararius.com/apartment-for-rent/delft/35adf59b/mercuriusweg,1395,,2624 BC,64,2,,Upholstered,,2020,1,"Shower
Storage space
Toilet",Present,Not present,A+,,Yes,On fenced site,No,"Description
Due to the large amount of emails we receive, it is unfortunately not possible for us to answer all emails. Only the first responses will receive an invitation for the viewing within a few working days.
ATTENTION! ONLY THROUGH THE AD OR BY EMAIL RESPOND TO THIS PROPERTY.
Spacious apartment located on the second floor of the newly built complex Mercury in Delft. The house has a spacious living room with open kitchen, a bedroom and a neat bathroom.
This property is located in an ideal location. Highways such as the A13 and A4 can be reached by car within 10 minutes, public transport is around the corner and the center of Delft is 8 minutes by bike. Also located at the end of the street for all daily shopping.
Layout.
First floor:
Central entrance with doorbells, staircase and elevator entrance.
Second floor:
Spacious hall which provides access to the bedrooms, storage room, separate toilet, bathroom and living room with open kitchen. From the living room and from the bedroom is the spacious balcony to reach.
Details:
Available from December 1, 2024;
Rental period indefinite, minimum 12 months;
Unfurnished;
Private parking;
Spacious balcony;
Close to the center of Delft;
Income requirement: 3 times the rent as gross salary.
Rent:
Basic rent: € 1395
Service costs: € 50
Total rent price: € 1445
Deposit: € 1445
Name tag: € 25
The pictures are indicative and not of the house in question.",FALSE,,Mythologiebuurt,delft,188000,60,6,8,2,47,0,0,24.82751092,FALSE,147.83,24.82751092,147.8275109,7.5,155.33,FALSE
https://www.pararius.com/apartment-for-rent/breda/5512e384/hobokenstraat,1195,,4826 EB,86,3,,Upholstered,,1968,1,"Bath
Lift",,Not present,C,,,,No,"Description
What a view!
This flat is located on the sixth floor of the complex in the ""Wisselaar"" neighbourhood. The apartment complex has both a lift and a stairwell. Storage rooms are located on the ground floor. The upper floors are made of concrete and the flat is fitted with partly plastic window frames and partly hardwood window frames with double glazing (2020, HR++).
This residential area is characterised by a great diversity of housing construction. Both high-rise buildings, single-family houses and bungalows can be found in the immediate vicinity. There are various facilities within short walking distance, such as the ""Moerwijk"" shopping centre. This shopping centre offers a wide variety of shops. The connection to the motorways to Utrecht (A27) and Rotterdam (A16/A59) is excellent. The flat is located a short distance from a nature reserve and a petting zoo. From the apartment there is a beautiful view of the many greenery and water features.
Layout:
Ground floor:
Central covered entrance/hallway with doorbells with intercom, letterboxes and access to the hall. There is a lift in the building. Also located on the ground floor are the storerooms.
Appartment sixth floor:
Entrance with meter cupboard, closet and access to hallway. Hall with access to all rooms including the separately situated, tiled toilet. The hall is equipped with an intercom and a beautiful tiled floor. Living room located at the rear with beautiful laminate flooring and lots of light through the large windows. Closed spacious kitchen equipped with a 4-burner hob, dishwasher, oven, fridge and sink + extractor. The kitchen also has various drawers, base and wall units. The kitchen area is equipped with a closet and is also the location for the washing equipment.
Bedroom 1 is located at the rear with access door to the balcony and has a beautiful laminate floor and ensuite bathroom.
Bedroom 2 is located on the gallery side.
The bathroom is fitted with a bath and a washbasin. The spacious balcony is situated on the sunny west.
Details:
- Enough on-site parking;
- Very spacious flat;
- Extensive shopping centre within walking distance;
- Spacious private storage room in the basement;
- Located near several highways and public transport;
- Deposit two months rent
- Contribution service costs € 55,- per month",FALSE,,Wisselaar,breda,252000,80.625,9,4,0,22,0,3.25,29.79577536,FALSE,148.67,29.79577536,148.6707754,6,154.67,FALSE
https://www.pararius.com/apartment-for-rent/tilburg/fe00077d/willem-de-rijkestraat,1250,"Includes: Electricity, Gas, Internet, Service costs, Water",5046 LS,50,2,,Furnished,Unlimited period,2023,1,,Present,Not present,A+,Not present,Yes,Public,No,"Description
Available starting 27-08-2024, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly furnished and will be ready for you to move in. Perfect and exclusively available for expats and international students.
The complex at the Willem de Rijkestraat has been transformed into an unique living experience, consisting of 4 one-bedroom apartments and 1 three-bedroom apartment. The beautiful building has the ideal location for you, with a calm but lively neighborhood, and within a 5-minute commute from the city center. Discover the many catering establishments, or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached by a slight 10-minute bike ride. The arterial road Ringbaan-Noord is only a small commute away, and the highway can be reached within a slight 10-minute ride.
Apartment 50 m2 | €1.250 excluding service charges
The apartment has a new bathroom (with a new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher, and combination oven), a new bathroom, new furniture, and new appliances. The apartment is located on the first floor and gives access to a shared backyard garden where bicycles can be stored covered, and you have your own private storage unit. Parking spots are also available.
Specialties:
Rental period between 2-12 months (exchange period is possible! ), security deposit 2 months
Attractive and authentic apartment
Located in a calm but alive neighborhood, with close proximity to the city center
Close to the University and public transport
Close to artery roads and a small 10-minute drive from the highway
Energy label A+, low energy cost
Ready to move in, high-quality finishing
No pets allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested do reach out to us by sending an message directly to start with your reservation.",FALSE,,Kasteel West,tilburg,244000,46.875,6,4,2,47,0,5.75,37.31004367,FALSE,148.94,37.31004367,148.9350437,,148.94,TRUE
https://www.pararius.com/apartment-for-rent/tilburg/6a9c8b9b/willem-de-rijkestraat,1250,Excludes: Service costs,5046 LS,51,2,,Furnished,Temporary rental,2023,1,,Present,Not present,A+,Not present,Yes,Public,No,"Description
Available starting 01-11-2024, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly furnished and will be ready for you to move in. Perfect and exclusively available for expats and international students.
The complex at the Willem de Rijkestraat has been transformed into an unique living experience, consisting of 4 one-bedroom apartments and 1 three-bedroom apartment. The beautiful building has the ideal location for you, with a calm but lively neighborhood, and within a 5-minute commute from the city center. Discover the many catering establishments, or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached by a slight 10-minute bike ride. The arterial road Ringbaan-Noord is only a small commute away, and the highway can be reached within a slight 10-minute ride.
Apartment 51 m2 | €1.250 excluding service charges
The apartment has a new bathroom (with a new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher, and combination oven), a new bathroom, new furniture, and new appliances. The apartment is located on the first floor and gives access to a shared backyard garden where bicycles can be stored covered, and you have your own private storage unit. Parking spots are also available.
Specialties:
Rental period between 2-12 months (exchange period is possible! ), security deposit 2 months
Attractive and authentic apartment
Located in a calm but alive neighborhood, with close proximity to the city center
Close to the University and public transport
Close to artery roads and a small 10-minute drive from the highway
Energy label A+, low energy cost
Ready to move in, high-quality finishing
No pets allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested do reach out to us by sending an message directly to start with your reservation.",FALSE,,Kasteel West,tilburg,244000,47.8125,6,4,2,47,0,5.75,36.89219967,FALSE,149.45,36.89219967,149.4546997,4,153.45,
https://www.pararius.com/apartment-for-rent/tilburg/d1b2a4b0/hoefstraat,1385,Excludes: Service costs,5014 NJ,51,2,,Furnished,Unlimited period,2024,1,,Not present,Not present,A++,Not present,Yes,Public,No,"Description
Available starting 1st of July, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly and luxuriously furnished and will be ready for you to move in. Perfect and exclusively available for expats, international students, or others looking for temporary stay.
The complex at the Hoefstraat has been transformed into an unique living experience, consisting of 5 one-bedroom apartments and 1 two-bedroom apartment. The beautiful building has the ideal location for you, with a calm but lively neighborhood, and within a 5-minute commute from the city center. Discover the many catering establishments, or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached by a slight 10-minute bike ride. The arterial road Ringbaan-Noord is only a small commute away, and the highway can be reached within a slight 10-minute ride.
Apartment 51 m2 | €1.385 excluding service charges
The apartment has a new bathroom (with a new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher, and combination oven), a new bathroom, new furniture, and new appliances. The apartment is located on the first floor and gives access to a shared backyard garden where bicycles can be stored covered.
Specialties:
Rental period between 2-12 months (exchange period is possible! ), security deposit 2 months
Attractive and authentic apartment
Located in a calm but alive neighborhood, with close proximity to the city center
Close to the University and public transport
Close to artery roads and a small 10-minute drive from the highway
Energy label A++, low energy cost
Ready to move in, high-quality finishing
No pets allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested do reach out to us by sending a message directly to start with your reservation.",FALSE,,Hoefstraat Noord,tilburg,261000,47.8125,6,4,-5,52,0,5.75,39.34780375,FALSE,149.91,39.34780375,149.9103038,,149.91,
https://www.pararius.com/apartment-for-rent/tilburg/18061f93/willem-de-rijkestraat,1275,"Includes: Electricity, Gas, Internet, Service costs, Water",5046 LS,52,2,,Furnished,Unlimited period,2023,1,,Not present,Present,A+,Not present,Yes,Public,No,"Description
Available starting 01-07-2024, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly furnished and will be ready for you to move in. Perfect and exclusively available for expats and international students.
The complex at the Willem de Rijkestraat has been transformed into an unique living experience, consisting of 4 one-bedroom apartments and 1 three-bedroom apartment. The beautiful building has the ideal location for you, with a calm but lively neighborhood, and within a 5-minute commute from the city center. Discover the many catering establishments, or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached by a slight 10-minute bike ride. The arterial road Ringbaan-Noord is only a small commute away, and the highway can be reached within a slight 10-minute ride.
Apartment 52 m2 | €1.275 excluding service charges
The apartment has a new bathroom (with a new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher, and combination oven), a new bathroom, new furniture, and new appliances. The apartment is located on the first floor and gives access to a shared backyard garden where bicycles can be stored covered, and you have your own private storage unit. Parking spots are also available.
Specialties:
Rental period between 2-12 months (exchange period is possible! ), security deposit 2 months
Attractive and authentic apartment
Located in a calm but alive neighborhood, with close proximity to the city center
Close to the University and public transport
Close to artery roads and a small 10-minute drive from the highway
Energy label A+, low energy cost
Ready to move in, high-quality finishing
No pets allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested do reach out to us by sending an message directly to start with your reservation.",FALSE,,Kasteel West,tilburg,244000,48.75,6,4,2,47,0,5.75,36.4904266,FALSE,149.99,36.4904266,149.9904266,,149.99,TRUE
https://www.pararius.com/apartment-for-rent/den-helder/68cd9d28/ijsselmeerstraat,1250,,1784 MA,65,3,,,,2024,1,,Present,,A++,,,,,"Description
Beautiful apartment with balcony for rent in Den Helder in the Schepenbuurt district.",FALSE,,Schepenbuurt,den helder,165000,60.9375,9,4,2,52,0,0,22.08498488,FALSE,150.02,22.08498488,150.0224849,7.5,157.52,
