Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Interieur,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP,Overige punten,Punten (checked),Redelijk
https://www.pararius.com/apartment-for-rent/helmond/d0b9fb9c/torenstraat,1200.0,Excludes: Service costs,5701 TS,49.0,2.0,,Upholstered,Unlimited period,2021.0,1.0,,Present,Not present,,Present,Yes,,No,"Description
From February 2022 we will have 30 beautiful new-build apartments available in the Torenstraat in Helmond. The apartments are located on the corner of Torenstraat and Anna van Eekerenstraat. These apartments are a stone's throw from the lively center of Helmond. Within a few minutes walking distance you can reach shops, restaurants and the Albert Heijn XL supermarket. The apartments are also only a 15-minute drive from Eindhoven.
These are unfurnished apartments, with 1 or 2 bedrooms. All apartments have a private parking space and private storage room located on the ground floor. The apartments vary in size from 49 m2 to 75 m2.
Apartments are spread over 3 floors, there is an elevator in the building.
Ground floor: here are 8 apartments
1st floor: here are 11 apartments
2nd floor: here are 11 apartments.
This is an apartment located on the 1st floor and equipped with 1 bedroom.
All apartments will have an outdoor area (a patio garden for the apartments on the ground floor and a balcony for the apartments on the 1st and 2nd floor).
Apartments are delivered completely new and according to the latest building standards.
The apartments will have a beautiful PVC floor with underfloor heating, and a door mat will be installed at the front door.
Modern white kitchen with gray counter top, equipped with the following conveniences: refrigerator, induction plate, extractor hood, sink, combi microwave / oven and dishwasher.
Bathroom with washbasin, toilet, walk-in shower and design radiator. Some of the large 2 bedroom apartments have a separate WC.
The walls will be finished with glass fiber wallpaper which will be painted.
Particularities:
- Minimum rental period is 12 months
- Rent is excluding costs for electricity and water (no gas available), internet / TV and waste levy (local tax)
- Deposit is 1 x the monthly rent
- Each apartment has 1 private parking space in the adjacent parking lot, optionally you can rent a 2nd parking space for € 75.00 per month (these are only available to a limited extent)
- Each apartment has a private storage room
- Apartments are delivered upholstered: including blinds, fixed lighting and beautiful PVC floor",False,,Centrum,helmond,188000.0,45.9375,10.0,8.0,2.0,41.0,0.0,2.25,28.75429997,False,137.94,28.75429997,137.9418,4.0,141.94,False
https://www.pararius.com/apartment-for-rent/delft/d920fa92/pierre-van-hauwelaan,1300.0,Includes: Service costs,2625 WL,51.0,2.0,,Furnished,Temporary rental,2022.0,1.0,,Present,,A+,,,,,"Description
Located in the emerging; de Hoven, neighbourhood, this beautiful fully furnished new apartment is available in the ""Tiles"" building.
This spacious 51m2 meter furnished apartment with balcony is available from 01-11-2024.
Fully equipped, kitchen with all appliances, lovely light seating area, and separate dining area, separate bedroom and walk-in shower.
This building is also equipped with a gym, washing/drying room, meeting rooms on request, common room for meetings and electric rental cars.
In short, a perfect place for energetic students in the housing market.
The price does not include electricity, water (no gas required) and internet/television.
Suitable for students, Master and PhD
The house is also not suitable for pets
And not suitable for home sharers.
DISCLAIMER
Despite this advertisements has been made up with care, no rights can be derived from it.",False,,Het Rode Dorp,delft,178000.0,47.8125,6.0,8.0,2.0,47.0,0.0,0.0,27.24103091,False,138.05,27.24103091,138.0535309,,138.05,False
https://www.pararius.com/apartment-for-rent/rotterdam/ac2a1d8c/mauritsstraat,1315.0,Excludes: Service costs,3012 CH,37.0,2.0,,Furnished,Temporary rental,1874.0,1.0,,Not present,Present,A,Not present,No,,No,"Description
SHORT-STAY Accommodations Rotterdam from 3 to 9 months
Discover our selection of 20 short-stay properties, offering flexible rental contracts from 3 to 9 months.
Location & Features:
- Situated on Mauritsstraat, in the vibrant center of Rotterdam.
- Units are fully furnished.
- 1-bedrooms (1 double bed)
Pricing Details:
- Rent: €1315.
- Fixed utility payment (heating, electricity, water, internet): €195.
- Service charge: €125.
- Tax: 9%
- Total rent €1782,-
We pride ourselves on delivering exceptional service, with an emphasis on prompt problem resolution. Your payment also reflects the quality safety, and prime location of the property.
Contract & Terms:
- Requires a 1-month security deposit.
- Temporary contracts with the flexibility of cancellation given 1 calendar month's notice.
Rental Process:
- We offer a flexible process, tailored to individual needs.
- For students: Required documents include a guarantor's documents, an employment contract, 3 recent pay slips, IDs and phone number + e-mail. of both guarantor and tenant.
- For expats: Required documents are an employment contract, 3 recent pay slips, proof receiving salary in bank account, ID, phone number + e-mail.
- Rentals in the name of a company are also an option.
Reservations:
- Contact us for quick and easy reservations. Our units are popular among students, expats and companies, so act fast!
Contact & Viewings:
- To arrange a viewing, please send a request along with a personal story as part of your inquiry.
Experience the convenience and comfort of living in the heart of Rotterdam with our appealing short-stay options!
Additional Information:
- Shared private garden.
- 2 Miele washing machines.
- 2 Miele dryers.
- Digital keys.
- Each apartment is equipped with an intercom.
- Only stairs available (no elevator).
- On-site caretaker available to address issues.
- Rotterdam Central Metro/Tram/Train station is a 7-minute walk away.
- Parking options include nearby Apcoa Parking Garage, Interparking Lijnbaan, or street parking.
- Registration is possible.
- No pets allowed",False,,Cool,rotterdam,374000.0,34.6875,6.0,4.0,2.0,41.0,0.0,0.0,69.14021008,False,139.44,51.75314433,156.8277101,,139.44,False
https://www.pararius.com/apartment-for-rent/arnhem/ab4a2b49/patersstraat,1195.0,Excludes: Service costs,6828 AG,33.0,2.0,,Furnished,Temporary rental,2021.0,1.0,Lift,Not present,Present,,Not present,Yes,Permit,No,"Description
PLEASE NOTE, THIS APARTMENT IS RENTED ON A SHORT-STAY BASIS. THE MAXIMUM RENTAL PERIOD IS 6 MONTHS.
Central, new and special living in Arnhem.
Rental price: €1195,00 excluding G/W/E, internet/tv, furniture and municipal charges.
State: Furnished
Available from: 01-11-2024
Rental period: Maximum 6 months
Details:
- Beautiful location near downtown Arnhem
- Completely renovated
- Separate bedroom
- Lots of light through large windows
Dwelling:
The living room, and also the entire apartment has a PVC herringbone floor. The fresh green accents, luxury finishes and modern kitchen give a modern and attractive feeling. Due to the large amount of natural light, this apartment welcomes you with open arms! The modern dark kitchen is equipped with all appliances, such as a fridge freezer, combination oven, dishwasher and 2-burner induction hob with extractor hood. There is also plenty of storage space. The bedroom has air conditioning, a double bed with mood lighting, a spacious closet and again there is plenty of light.The modern finished bathroom has a rain shower, floating toilet, radiator and sink. In addition, there is for the tiling chosen for a herringbone pattern that makes the whole particularly attractive. The shower wall is finished with black aluminum framing.
Location:
The newly built complex is located on the particularly conveniently located Patersstraat, in the center, within walking distance of the parks Sonsbeek and Zijpendaal, theaters (Musis Arnhem and the Stadstheater), Arnhem Central and entertainment center Korenmarkt. Also located in the vicinity several nice, trendy stores and you are within 5 minutes at Arnhem Velperplein Station.
For this property please contact HouseHunting Randstad!
Although this text has been prepared with care, no rights can be derived from this text. Sizes are indicative and not NEN measured. Grant subject to approval by landlord/owner. Deposit amount may vary depending on profile. No pets allowed. No smoking. Lease for a definite period. General conditions of ROZ applicable.",False,,Hommelstraat,arnhem,234000.0,30.9375,6.0,8.0,2.0,41.0,0.0,5.75,46.96466852,False,140.1,46.41521561,140.6521685,,140.1,False
https://www.pararius.com/apartment-for-rent/utrecht/4cb1f5b3/europaplein,1298.0,Includes: Service costs,3526 WT,50.0,2.0,,Upholstered,Unlimited period,2009.0,1.0,"Shower
Toilet",Not present,Not present,A,Not present,Yes,Garage,No,"Description
BEZICHTIGING IS VOL! VIEWING IS FULL!
BEAUTIFUL 2-ROOM APARTMENT IN THE CITY CAMPUS MAX RESIDENTIAL TOWER IN UTRECHT!
This 2-room apartment (approx. 50 m2) is located in the City Campus Max residential complex, located on the Europaplein in Utrecht. This residential complex is characterized by the many young people who are housed here, making it very attractive to live for the starter! Several shops and dining options are within walking distance. The bustling center of Utrecht, with its wide variety of shops, restaurants and cafes, is a 10-minute bike ride away. Public transport is at your doorstep, the highways A27, A28 and A2 are perfectly accessible. Park Transwijk is just around the corner. A shared roof terrace has been realized on the second floor! A parking space in the underground parking garage is mandatory.
Layout ground floor:
Communal entrance with doorbell portal and mailboxes. Stairs and elevator to the 14th floor.
Layout apartment:
Entrance, spacious living room with open kitchen. The apartment has double doors, so there is a lot of natural light. You are also on the 14th floor and the house has a French balcony, so you can enjoy the beautiful view! The open kitchen is equipped with a kitchen unit with extractor hood and dishwasher. Spacious bedroom, which can be divided into a study and bedroom. The bathroom has a shower, sink with furniture, toilet and a connection for the washing machine. The entire apartment has a laminate floor.
Features:
Available from November 1st, 2024 for a minimum rental period of 12 months;
Basic rental price inclusive service costs is € 1085,93;
Parking space in the closed parking garage, costs inclusive service costs € 257,- per month;
Total rental price including parking space and service costs € 1342,93 ex. utilities;
Energylabel A!;
The deposit consists two months rent;
Suitable for a couple or single person, working or studying;
Pets in consultation;
Award owner.",False,,Transwijk-Zuid,utrecht,275000.0,46.875,6.0,8.0,-5.0,41.0,0.0,2.25,42.01746725,False,141.14,42.01746725,141.1424672,,141.14,False
https://www.pararius.com/house-for-rent/voorthuizen/d2dd1273/kieftveen,1395.0,Excludes: Service costs,3781 PP,41.0,3.0,,Upholstered or furnished,Temporary rental,2015.0,1.0,"Air-conditioning
Shower
Toilet",Not present,Present,C,,Yes,,,"Description
As of January 2, 2025, Immen Vastgoed offers a beautiful detached bungalow in Voorthuizen.
The property is located in a quiet area of the park at the end of a dead-end road.
This holiday home is fully furnished and suitable for up to 4 people (2 adults with 1 or 2 children).
The minimum rental period is 6 months, making it ideal for someone looking for temporary accommodation.
The house was built in 2015 and fully renovated in 2022, equipped with all conveniences.
The living area is 41 m², and the total size of the plot is 255 m².
LAYOUT:
Living room with a spacious seating area and TV
The kitchen includes a dishwasher, refrigerator with freezer compartment, oven, gas stove, and extractor hood
The bathroom features a shower, sink + cabinet, and toilet
Bedroom 1 has a double bed (box spring with quality mattresses)
Bedroom 2 has a bunk bed or can accommodate 2 travel cribs
Garden:
The garden is spacious, sunny, and easy to maintain. Next to the house, there is a large covered terrace with a wooden dining table and bench.
In the adjacent shed of 4 m², you can store bicycles.
Parking:
One car can be parked in front of the house, and there are free parking options in the park.
Facilities available in the park include:
Washing machines and dryers (for a fee), restaurant, snack bar, playgrounds, indoor pool, outdoor pool, mini supermarket, bike rental, coffee corner, sandwich service, wellness area, bowling alley, football cage, indoor playground, fishing pond, electric car charger.
With various amenities such as schools, shops, and recreational opportunities nearby, you are only a maximum of 5 minutes' drive away from everything you need.
Details:
Located at Recreatiepark de IJsvogel
Available from January 2, 2025
Low season rent (September to April) €1,395 per month including furnishings
(From May to August an additional €400 per month)
Park costs €135 per month
WiFi/TV €21 per month
Estimated costs for water/gas/electricity €100 per month
Deposit €1,395
No registration with the municipality possible
Pets are (in principle) not allowed
Don’t miss this opportunity and schedule a viewing soon!",False,,Buitengebied Voorthuizen,voorthuizen,554000.0,38.4375,9.0,8.0,2.0,22.0,0.0,3.0,97.00521887,False,141.65,59.21609723,179.4427189,4.0,145.65,False
https://www.pararius.com/apartment-for-rent/groningen/af08d168/bloemstraat,1400.0,Excludes: Service costs,9712 LD,55.0,2.0,,Shell,Unlimited period,1915.0,1.0,Shower,Not present,Not present,A,Not present,Yes,Permit,No,"Description
Nice apartment for rent in Groningen with 1 bedroom in the Hortusbuurt-Ebbingekwartier district.",False,,Hortusbuurt-Ebbingekwartier,groningen,287000.0,51.5625,6.0,8.0,-5.0,41.0,0.0,0.0,41.78682017,False,143.35,41.78682017,143.3493202,1.5,144.85,False
https://www.pararius.com/house-for-rent/sittard/2d9d71f1/dr-schaepmanstraat,1300.0,Excludes: Service costs,6136 EV,115.0,4.0,,Upholstered or furnished,Unlimited period,1956.0,1.0,"Storage space
Toilet",Not present,,F,,,,,"Description
Well-maintained, fully furnished semi-detached house, quietly located and within walking distance of the center of Sittard.
LAYOUT
Ground floor:
Entrance/spacious hall with toilet and meter cupboard. Toilet room with toilet and sink.
Spacious L-shaped living room with sliding doors to the garden and closed kitchen with a separate combi oven, dishwasher, built-in refrigerator, hob and extractor.
Internal utility room / garage where the washing machine and dryer are located as well as a separate fridge-freezer combination.
1st floor:
The landing provides access to the 3 bedrooms and the neat bathroom.
Particularities:
fully furnished;
Unfortunately, pets are not allowed here.
Not suitable for families with young children.
Rental details:
The rental price incl. furniture, G/W/E, garden maintenance & TV signal/internet is € 1725,- per month.
Deposit is €2600,-
Minimum rental period is 12 months.",False,,Baandert,sittard,233000.0,107.8125,12.0,4.0,0.0,-9.0,0.0,4.0,24.84754129,False,143.66,24.84754129,143.6600413,8.0,151.66,False
https://www.pararius.com/apartment-for-rent/den-bosch/feb2206c/willemspoort,1250.0,Excludes: Service costs,5223 WV,40.0,1.0,,Furnished,Temporary rental,2022.0,1.0,"Shower
Toilet",Not present,Not present,,Not present,No,,No,"Description
Superb fully furnished short-stay accommodation in a central location near Den Bosch center!!! Note: Short-stay so for rent for up to 6 months.
This tastefully furnished short-stay accommodation is located in a central location in the attractive Paleiskwartier near the center of Den Bosch. Within walking distance of Central Station, the beautiful “Bossche Broek” with all its beautiful nature and of course the historic but above all burgundian city center of Den Bosch. Close to several highways, sports and recreational facilities, supermarkets and various stores for your daily groceries. The apartment is suitable for up to 2 persons and for rent for up to 6 months.
The tasteful property was newly completed in April 2022 and consists of 6 complete and luxuriously furnished apartments with incredible light. Completely “move-in-ready”; the apartments are equipped with every imaginable amenity so you will lack nothing.
The spacious kitchen is fully equipped, including a combi-oven, fridge/freezer and dishwasher. A lovely bathroom with a spacious sink, modern walk-in shower and a toilet.
To make your stay even more comfortable, the sleeping area is equipped with a luxury box spring and, in addition, all accommodations are air-conditioned.
The apartments have a shared laundry room with a washer/dryer combination.
These short-stay apartments are intended to provide pleasant housing for expats, knowledge migrants and internationals. Expressly not meant for lodging tourists.
For the consumption of g/w/e a fixed monthly amount of € 200,- will be charged, for internet and television and other matters an amount of € 60,-. The tourist tax is € 27,50 per month.",False,,Willemspoort,den bosch,484000.0,37.5,3.0,8.0,-5.0,41.0,0.0,3.25,85.83842795,False,145.03,57.28418122,173.5884279,,145.03,False
https://www.pararius.com/apartment-for-rent/helmond/f41ebc32/torenstraat,1245.0,Excludes: Service costs,5701 TS,60.0,2.0,,Upholstered,Unlimited period,2020.0,1.0,,Present,Not present,,Present,Yes,,No,"Description
Stunning new-build flat available on Torenstraat in Helmond. The apartments are located on the corner of Torenstraat and Anna van Eekerenstraat. These apartments are a stone's throw from the lively center of Helmond. Within a few minutes walking distance you can reach shops, restaurants and the Albert Heijn XL supermarket. The apartments are also only a 15-minute drive from Eindhoven.
These are unfurnished apartments, with 1 or 2 bedrooms. All apartments have a private parking space and private storage room located on the ground floor. The apartments vary in size from 49 m2 to 75 m2.
Apartments are spread over 3 floors, there is an elevator in the building.
Ground floor: here are 8 apartments
1st floor: here are 11 apartments
2nd floor: here are 11 apartments.
This is an apartment located on the ground floor and equipped with 1 bedroom.
All apartments will have an outdoor area (a patio garden for the apartments on the ground floor and a balcony for the apartments on the 1st and 2nd floor).
Apartments are delivered completely new and according to the latest building standards.
The apartments will have a beautiful PVC floor with underfloor heating, and a door mat will be installed at the front door.
Modern white kitchen with gray counter top, equipped with the following conveniences: refrigerator, induction plate, extractor hood, sink, combi microwave / oven and dishwasher.
Bathroom with washbasin, toilet, walk-in shower and design radiator. Some of the large 2 bedroom apartments have a separate WC.
The walls will be finished with glass fiber wallpaper which will be painted.
Particularities:
- Minimum rental period is 12 months
- Rent is excluding costs for electricity and water (no gas available), internet / TV and waste levy (local tax)
- Deposit is 1 x the monthly rent
- Each apartment has 1 private parking space in the adjacent parking lot, optionally you can rent a 2nd parking space for € 75.00 per month (these are only available to a limited extent)
- Each apartment has a private storage room
- Apartments are delivered upholstered: including blinds, fixed lighting and beautiful PVC floor",False,,Centrum,helmond,188000.0,56.25,10.0,8.0,2.0,41.0,0.0,2.25,25.68267831,False,145.18,25.68267831,145.1826783,4.0,149.18,False
https://www.pararius.com/apartment-for-rent/eindhoven/1113804d/st-trudostraat,1395.0,Excludes: Service costs,5616 GA,47.0,2.0,,Upholstered,Temporary rental,1925.0,1.0,,Not present,Present,B,Not present,Yes,,No,"Description
Very nice apartment with a private AND maintenance-free backyard.
The apartment is located in the residential area of Oude Strijp within walking distance of Strijp S and near the center of Eindhoven, schools, stores, public transport and roads.
Living room:
Attractive living room with stucco walls and ceiling, laminate flooring, large windows with a pleasant light, and a door to the garden.
Fitted kitchen, sink, electric hob, extractor hood, fridge/freezer.
1 bedroom.
Fully tiled bathroom with a sink in furniture, shower, and toilet.
CONDITIONS
Rental price excluding gas/water/electricity of €125,- per month
Rental price excludes monthly service cost of €55,- per month.
Rental price excludes internet.
Deposit 1-month rent.
Income requires 3 month’s rent
Rental period minimum 12 months
Soft furnished
Suitable for max 2 people, extra charge 2nd person + €50,- per month.
No pets allowed
No smoking allowed
The property will be slightly different than the pictures.
We don't charge any kind of costs to the tenant for the rental mediation and the conclusion of a rental agreement.",False,,Schouwbroek,eindhoven,324000.0,44.0625,6.0,8.0,2.0,34.0,0.0,2.5,52.1031311,False,145.62,49.05965826,148.6656311,3.75,149.37,False
https://www.pararius.com/apartment-for-rent/harderwijk/ae57de9c/schoenmakersstraat,1265.0,Excludes: Service costs,3841 BB,43.0,2.0,,Upholstered,Unlimited period,2024.0,1.0,,Not present,Not present,,Not present,Yes,Public,No,"Description
RENOVATED GASS-FREE APARTMENT IN THE CENTER OF HARDERWIJK
A completely renovated gas-free apartment in the center of Harderwijk.
Layout
surface area of +/- 54 m2
Spacious living room with an open kitchen
Sleeping area in the back
Complete kitchen with an induction hob, combination oven, modern extractor hood and a fridge-freezer combination.
Modern bathroom with a washstand, toilet and shower
Modern PVC floor
Shared courtyard
Fully insulated, HR++ glass and a modern ventilation system
Gas-free
Energy label A
Unfurnished, partly upholstered
Location
Located in the center of Harderwijk
There is a supermarket and many nice shops closeby
A stone’s throw from the Market and Hortus Park
Public transport within walking distance
Rental information
Rent: €1.265 per month (excluding water, electricity and internet)
Deposit: €2530
Electricity, water, internet and taxes are not included
Priority for young people (up to 27 years old)/students
Income requirement: Gross income preferably 3 x rental amount, exceptions and guarantees are possible in some cases
Immediately available
This home is perfect for a one person or a couple! If you are interested, please send us a message with a small introduction.",False,,Binnenstad Noord,harderwijk,373000.0,40.3125,6.0,8.0,-5.0,41.0,0.0,4.25,62.87955723,False,146.52,51.95587888,157.4420572,,146.52,False
https://www.pararius.com/apartment-for-rent/zwolle/4e60f521/weversgildeplein,1295.0,Excludes: Service costs,8011 XN,125.0,3.0,,Furnished,Unlimited period,1450.0,1.0,,,Not present,,,,,No,"Description
123Wonen The rental agent of Zwolle offers:
In the historic center of Zwolle on the Weversgildeplein, you will find one of the oldest buildings in Zwolle, containing this beautiful apartment!
Close to shops, restaurants and the city canal, this well-finished apartment with a spacious living room, two spacious bedrooms and beautiful characteristic features is available immediately and indefinitely. In short: living in a characteristic old building in a prime location with all important amenities within walking distance!
LAYOUT
Entrance, stairs to the second floor.
Hall, spacious living room with characteristic beamed ceiling and modern corner kitchen with all important appliances and washing machine.
Stairs to the third floor, landing with access to the two spacious bedrooms and the bathroom. Neat bathroom with bath with shower, sink and toilet.
DETAILS
- Available per 1st of December 2024
- Minimum rental period: 12 months
- For rent for an indefinite period of time!
- Rent: € 1295,00 per month
- Furniture: € 100,00 per month
- Fixed fee water, electricity: € 50,00 per month
- Internet € 71,00 per month
- Deposit: 1 month rent
- NO commission for the tenant! 123Wonen works as a rental agent for the landlord.
Do you find this offer on another website? Check our own website for up-to-date offers: ******.
Are you an expat living abroad and looking for a new home in or around Zwolle?
Have a look on: ******.
We can help you with finding a new home beyond our own offers!
Should you need any further information, or would you like to plan a viewing? Do not hesitate to contact 123Wonen Zwolle!",False,,Binnenstad-Noord,zwolle,270000.0,117.1875,9.0,8.0,0.0,-15.0,0.0,0.0,27.43231441,False,146.62,27.43231441,146.6198144,9.5,156.12,False
https://www.pararius.com/apartment-for-rent/delft/e1f5fc8c/mercuriusweg,1350.0,Excludes: Service costs,2624 BC,63.0,2.0,,Upholstered,Unlimited period,2020.0,1.0,"Shower
Storage space
Toilet",Present,Not present,A+,,Yes,On fenced site,No,"Description
ATTENTION! ONLY THROUGH THE AD OR BY EMAIL RESPOND TO THIS PROPERTY.
Spacious apartment located on the fifth floor of the newly built complex Mercury in Delft. The house has a spacious living room with open kitchen, a bedroom and a neat bathroom.
This property is located in an ideal location. Highways such as the A13 and A4 can be reached by car within 10 minutes, public transport is around the corner and the center of Delft is 8 minutes by bike. Also located at the end of the street for all daily shopping.
Layout.
First floor:
Central entrance with doorbells, staircase and elevator entrance.
Fifth floor:
Spacious hall which provides access to the bedroom, storage room, separate toilet, bathroom and living room with open kitchen. From the living room and from the bedroom is the balcony to reach.
Details:
Available from November 1, 2024;
Rental period indefinite, minimum 12 months;
Unfurnished;
Private parking;
With balcony;
Close to the center of Delft;
Income requirement: 3 times the rent as gross salary.
Rent:
Basic rent: € 1350
Service costs: € 50
Total rent price: € 1400
Deposit: € 1400
Name tag: € 25
The pictures are indicative and not of the house in question.",False,,Mythologiebuurt,delft,188000.0,59.0625,6.0,8.0,2.0,47.0,0.0,0.0,25.0311222,False,147.09,25.0311222,147.0936222,7.5,154.59,False
https://www.pararius.com/apartment-for-rent/eindhoven/b879acf7/stratumsedijk,1400.0,Excludes: Service costs,5611 NC,93.0,2.0,,,Unlimited period,1962.0,1.0,,Not present,Not present,D,,Yes,Public,No,"Description
DHVC Vastgoed offers: A neatly maintained 2-room apartment located on the Stratumsedijk in Eindhoven. Within walking distance of the center and public transport!
Layout:
Entrance with toilet and access to all other rooms.
The house has a very light and spacious living room with open kitchen. The kitchen is fully equipped.
The bedroom measures approx. 19m2 and the bathroom has a shower, sink and bath. There is a separate room for central heating and washing machine.
Rent: €1400,- p/m excl. GWE
Deposit: €2500,-
Start date: in consultation
Rental period: minimum 12 months
The information in this advertisement is entirely without obligation and the dimensions given are indicative. No rights can therefore be derived from its content.",False,,Rochusbuurt,eindhoven,322000.0,87.1875,6.0,8.0,-5.0,14.0,0.0,0.0,37.1195004,False,147.31,37.1195004,147.3070004,7.5,154.81,False
https://www.pararius.com/apartment-for-rent/maastricht/27beeca0/keurmeestersdreef,1175.0,Excludes: Service costs,6216 ED,77.0,3.0,,Upholstered,,1966.0,1.0,Toilet,Present,,C,,Yes,Public,,"Description
Not suitable for students.
Neat apartment on the first floor of a small-scale apartment complex centrally located in Belfort.
The house has 2 bedrooms and an indoor balcony on the south side (rear).
Layout
Basement
Spacious private storage room of approximately 20m2.
Ground floor
The stairs to the higher floors are via the central entrance with doorbells.
First floor
Entrance with access to all rooms.
The spacious living room of approximately 35m2 enjoys a lot of light and has a neat laminate floor.
The two bedrooms of 11m2 and 7 m2 respectively are located at the rear of the complex as well as the balcony.
The modern kitchen is equipped with a built-in refrigerator, 4-burner hob, oven and extractor hood.
From the kitchen you also have access to the utility room with the white goods connection.
The bathroom is equipped with a modern washbasin and bath shower combination.
The toilet can be reached separately from the hall.
Details:
– Not available for students
Rental details:
The rental price incl. service costs, water, heating costs and excl. electricity is € 1350,- per month.
The deposit is a one-off € 2350,-
We work according to the allocation protocol of Pararius. More information can be found via this link: ******",False,,Belfort,maastricht,272000.0,72.1875,9.0,8.0,2.0,22.0,0.0,0.75,33.42562241,False,147.36,33.42562241,147.3631224,6.0,153.36,False
https://www.pararius.com/apartment-for-rent/delft/35adf59b/mercuriusweg,1395.0,Excludes: Service costs,2624 BC,64.0,2.0,,Upholstered,Unlimited period,2020.0,1.0,"Shower
Storage space
Toilet",Present,Not present,A+,,Yes,On fenced site,No,"Description
Due to the large amount of emails we receive, it is unfortunately not possible for us to answer all emails. Only the first responses will receive an invitation for the viewing within a few working days.
ATTENTION! ONLY THROUGH THE AD OR BY EMAIL RESPOND TO THIS PROPERTY.
Spacious apartment located on the second floor of the newly built complex Mercury in Delft. The house has a spacious living room with open kitchen, a bedroom and a neat bathroom.
This property is located in an ideal location. Highways such as the A13 and A4 can be reached by car within 10 minutes, public transport is around the corner and the center of Delft is 8 minutes by bike. Also located at the end of the street for all daily shopping.
Layout.
First floor:
Central entrance with doorbells, staircase and elevator entrance.
Second floor:
Spacious hall which provides access to the bedrooms, storage room, separate toilet, bathroom and living room with open kitchen. From the living room and from the bedroom is the spacious balcony to reach.
Details:
Available from December 1, 2024;
Rental period indefinite, minimum 12 months;
Unfurnished;
Private parking;
Spacious balcony;
Close to the center of Delft;
Income requirement: 3 times the rent as gross salary.
Rent:
Basic rent: € 1395
Service costs: € 50
Total rent price: € 1445
Deposit: € 1445
Name tag: € 25
The pictures are indicative and not of the house in question.",False,,Mythologiebuurt,delft,188000.0,60.0,6.0,8.0,2.0,47.0,0.0,0.0,24.82751092,False,147.83,24.82751092,147.8275109,7.5,155.33,False
https://www.pararius.com/apartment-for-rent/breda/5512e384/hobokenstraat,1195.0,Excludes: Service costs,4826 EB,86.0,3.0,,Upholstered,,1968.0,1.0,"Bath
Lift",,Not present,C,,,,No,"Description
What a view!
This flat is located on the sixth floor of the complex in the ""Wisselaar"" neighbourhood. The apartment complex has both a lift and a stairwell. Storage rooms are located on the ground floor. The upper floors are made of concrete and the flat is fitted with partly plastic window frames and partly hardwood window frames with double glazing (2020, HR++).
This residential area is characterised by a great diversity of housing construction. Both high-rise buildings, single-family houses and bungalows can be found in the immediate vicinity. There are various facilities within short walking distance, such as the ""Moerwijk"" shopping centre. This shopping centre offers a wide variety of shops. The connection to the motorways to Utrecht (A27) and Rotterdam (A16/A59) is excellent. The flat is located a short distance from a nature reserve and a petting zoo. From the apartment there is a beautiful view of the many greenery and water features.
Layout:
Ground floor:
Central covered entrance/hallway with doorbells with intercom, letterboxes and access to the hall. There is a lift in the building. Also located on the ground floor are the storerooms.
Appartment sixth floor:
Entrance with meter cupboard, closet and access to hallway. Hall with access to all rooms including the separately situated, tiled toilet. The hall is equipped with an intercom and a beautiful tiled floor. Living room located at the rear with beautiful laminate flooring and lots of light through the large windows. Closed spacious kitchen equipped with a 4-burner hob, dishwasher, oven, fridge and sink + extractor. The kitchen also has various drawers, base and wall units. The kitchen area is equipped with a closet and is also the location for the washing equipment.
Bedroom 1 is located at the rear with access door to the balcony and has a beautiful laminate floor and ensuite bathroom.
Bedroom 2 is located on the gallery side.
The bathroom is fitted with a bath and a washbasin. The spacious balcony is situated on the sunny west.
Details:
- Enough on-site parking;
- Very spacious flat;
- Extensive shopping centre within walking distance;
- Spacious private storage room in the basement;
- Located near several highways and public transport;
- Deposit two months rent
- Contribution service costs € 55,- per month",False,,Wisselaar,breda,252000.0,80.625,9.0,4.0,0.0,22.0,0.0,3.25,29.79577536,False,148.67,29.79577536,148.6707754,6.0,154.67,False
