Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP
https://www.pararius.com/apartment-for-rent/den-haag/fd66e6b7/loosduinsekade,1300.0,Excludes: Service costs,2571 CM,78.0,4,,Unlimited period,1926.0,1.0,,Present,Not present,,Not present,No,,No,"Description
Modern renovated apartment close to Den Haag HS | Students only
Lay out
3 bedroom apartment of ca.78 m2 on the second floor with a nice balcony
Lovely bright living room of 8 m2
3 bedrooms ( c. a.16, 16, 12 m2)
Kitchen with gas stove and cookerhood
Modern bathroom with walk-in shower, washstand and heater
Separate toilet
Balcony
Double glazed
Unfurnished
Location
The apartment is located in a peaceful neighbourhood nearby the popular Heesterbuurt/ Valkenboskwartier.
The city centre and beach are close by (c. a.10 minutes by bike). For your daily groceries, there is shoppingmall with several supermarkets on walking distance. Other supermarkets are also very close. Whenever you feel like going for a walk, you can go to Zuiderpark.
Rental information
The rental price of this apartment is: 1300,- (exclusive)
Electricity, gas, water, internet/television are not included.
Deposit is €2300,-
Availability: immediately
Only eligible for students
Perfect for a friends' group of 3 people! Please send us a message with a short introduction if you are interested.
--Appointment and applications only by e-mail--",False,,Rustenburg,den haag,402000.0,73.125,12,8.0,2.0,-15,0,0.0,49.50587840107491,False,122.9,42.77818987235472,129.6308784010749
https://www.pararius.com/apartment-for-rent/doetinchem/75df87fe/vondelstraat,1200.0,Excludes: Service costs,7002 AT,69.0,3,,,1965.0,1.0,"Bath
Lift
Mechanical ventilation
Shower
Toilet
Laundry room",Present,Not present,D,Present,Yes,Public,No,"Description
This beautiful 3-room flat on Vondelstraat 29 in Doetichem is available immediately. The flat has recently been completely renovated with a new bathroom and toilet, new flooring, curtains and lighting.
Layout:
The property consists of three rooms, two of which are bedrooms. In addition, a bathroom and a separate toilet can be found in the house.
Furniture:
The following furniture can be found in the property which can be rented inclusive.
Location:
The flat is located in a quiet, green area but just steps away from the city centre.
Financial:
€1,200 euros bare rent
€ 100 euro furniture
Excluding utilities
Suitable for:
Expats",False,,Schrijvers en dichtersbuurt,doetinchem,195000.0,64.6875,9,8.0,2.0,14,0,0.0,25.340991076514143,False,123.03,25.340991076514143,123.02849107651414
https://www.pararius.com/apartment-for-rent/rotterdam/adc0f070/vierambachtsstraat,1295.0,Excludes: Service costs,3023 AT,30.0,2,,Temporary rental,1909.0,1.0,,Not present,Not present,A,Not present,Yes,Paid,No,"Description
Fully renovated and furnished 2 bedroom apartment in prime location!
**Apartment will be fully furnished, impression in pictures**
Rental price: €1295,00 excluding G/W/E, internet/tv and municipal taxes
State: Furnished (impression of furniture in pictures)
Available from: 01-11-2024
Rental period: 6-12 months (shortstay)
Highlights:
- Ideal location
- Completely renovated and furnished
- Separate bedroom
- Luxury bathroom and kitchen.
The property:
The living room and open kitchen have large windows, from the living room you can reach both the new bathroom and bedroom. The toilet is located in the hallway. All facilities are private!
Location:
Rotterdam-West / Middelland is a city neighborhood with authentic stores, coffeeshops and restaurants. In addition, there are beautiful canals and spacious (play) squares on the Heemraadssingel. The Erasmus MC is also a short distance away. Added to this, the house is conveniently located to the city center. Public transport - including metro station Coolhaven 300 m - and the highways (A13/A20) are a short distance from the house, but also walking and / or cycling, the city center and Central Station are easily and quickly accessible.
For this property please contact HouseHunting Rotterdam
Although this text has been prepared with care, no rights can be derived from this text. Sizes are indicative and not NEN measured. Grant subject to approval by landlord/owner. Deposit amount may vary, depending on profile. No pets allowed. No smoking. Lease by its nature of short duration. General conditions of ROZ apply.",False,,Nieuwe Westen,rotterdam,351000.0,28.125,6,4.0,-5.0,41,0,0.0,75.09170305676855,False,123.37,49.24151200873362,149.21670305676855
https://www.pararius.com/apartment-for-rent/eindhoven/86ce3008/eckartseweg-zuid,1250.0,"Includes: Internet, Service costs",5623 PD,50.0,2,,Unlimited period,1933.0,1.0,,Not present,Not present,C,Not present,Yes,Public,No,"Description
Very luxurious upholstered 2 room apartment in a prime location near the center of Eindhoven and various roads.
All necessary shopping and catering facilities and the main train station can be reached within cycling distance.
The apartment is located on the ground floor.
It has a nice living room. Separate bedroom located at the rear of the property.
The bathroom is equipped with a luxuriously finished shower, toilet, sink and washing machine connection.
Open kitchen is luxuriously finished with a dishwasher, fridge-freezer, mixer tap, combi microwave oven, hob, extractor hood and all necessary equipment. Really very beautiful!
The entire apartment is equipped with a very neat laminate floor and fixed lighting. Window blackout must be installed by the tenant himself.
The rental price includes television / internet, but excluding gas, water and electricity consumption. These must be requested in your own name from relevant utilities. Internet is for home, garden and kitchen use. If you want to have high-speed Internet, you can still request this at your own expense.
Details:
Rental price does not include GWE
Rental price does include service costs: € 75,-
Rental price includes Internet
Located in a popular neighborhood
Minimum rental period is 12 months
Deposit is 2 months basic rent",False,,Oude Toren,eindhoven,302000.0,46.875,6,8.0,-5.0,22,0,4.0,46.375545851528386,False,124.2,42.32268013100437,128.2505458515284
https://www.pararius.com/apartment-for-rent/veldhoven/96bafeff/dorpstraat,1275.0,,5504 HA,50.0,2,,,2015.0,1.0,,,,D,,,,,"Description
SHORTSTAY APARTMENT IN VELDHOVEN
Furnished new apartments in the heart of Veldhoven Village, located right on the village square and the a river. Within cycling distance are the business park run by ASML and the Hospital and a bus stop (with fast connections to Eindhoven) at 50 meters.
--> Note: this rental price is excluding VAT
Division
The ground floor restaurant Brown's / breakfast - lunch - dinner
This striking new building was designed and built on a former tannery.
The nostalgic authentic feel to the exterior is combined with a warm living room atmosphere inside
Ground floor:
Main entrance with access to common corridor on the first floor.
1st floor
Entrance hall, cloakroom toilet. Spacious living room. New modern design with lounge and dining table.
Open kitchen with dishwasher.
Bathroom with separate shower.
Stairs from the living room to the loft where to double bed, wardrobe and workplace. Unobstructed view through the large skylights.
Ideal for 1 to 2 persons.
Maximum rental period of 6 months.",False,,Veldhoven,veldhoven,442000.0,46.875,6,8.0,0.0,14,0,1.5,68.60262008733625,False,124.22,47.84261462882096,144.97762008733625
https://www.pararius.com/apartment-for-rent/alkmaar/12146953/gashouderstraat,1400.0,"Includes: Electricity, Gas, Water",1815 BC,35.0,1,,Temporary rental,2024.0,1.0,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A12: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability.",False,,Spoorbuurt,alkmaar,309000.0,32.8125,3,4.0,-5.0,41,0,3.25,59.55271366188397,False,124.81,45.74302050842171,138.61521366188396
https://www.pararius.com/apartment-for-rent/maastricht/9f9bedfe/dokter-van-kleefstraat,1200.0,"Includes: Gas, Service costs, Water",6217 JK,51.0,2,,Unlimited period,1975.0,1.0,"Shower
Toilet",Present,Not present,C,Not present,No,,No,"Description
The apartment is spacious and ideal for a single person or a couple. It has a separate bedroom and bathroom, and a big living room which integrates kitchen, living space and a working area. There is the opportunity to rent a parking space right in front of the apartment. The apartment also has a balcony and a private cave with storing space for a bike and furniture. The apartment is furnished and the new tenant will have to buy the furniture.
The apartment is located in a quiet residential area in the center of Maastricht, in walking distance from the city center and the University.
- The shopping center Brusselse Poort is 6 walking minutes away
- The fitness studio Basic fit is 10 walking minutes away
- The city center (Vrijthof) is 5 biking minutes away (20 walking minutes)
- The Maastricht University, School of Business and Economics is 5 biking minutes away (20 walking minutes)",False,,Brusselsepoort,maastricht,276000.0,47.8125,6,8.0,2.0,22,0,0.0,41.63216028769587,False,127.44,41.63216028769587,127.44466028769587
https://www.pararius.com/apartment-for-rent/tilburg/a88cc96e/fatimastraat,1370.0,,5021 AN,75.0,1,,,1986.0,1.0,,,,,,,,,"Description
Available Dcember 1st 2024
Maximum 2 people can register at this address.
Pay attention: The photos are taken in simal apartment, more photos will be following soon.
Apartment Fatimastraat 24-10
Location in complex: second floor
Viewings daily possible!
Multiple apartment at this perfect location near the center of Tilburg. The apartment is produced in an authentic property in the center of Tilburg.
Description:
Apartment located in near the heart of the center.
This nice apartment is provided with an atmoshperic living room, nice open kitchen, bathroom and separate bedroom.
The open kitchen is provided with refrigerator, oven, electric cooking range, dishwasher and extractor fan.
The spacious living room is provided with atmospheric flooring and open kitchen.
The apartment has a separate bedroom with closet.
Spacious bathroom, provided with shower, new tiling and two washbasins. Seperate toilet and storageroom available with wasmachine connection.
Free parking.
Internet:
Price includes internet and television.
Details:
- Minimum rental period of 12 months
- Atmospheric apartment
- Located near the center
- Near main roads
- No pets allowed
- Ready to move in
- 15 minutes biking distance from the UvT and sport facilities of the UvT
Rent:
Basi rent EUR 1.239,75
Servicecosts EUR 130,56
Energy EUR 191,84 + ( payment in advance )
Total EUR 1.562,63
View all information about this residence in Tilburg",False,,Fatima Oost,tilburg,239000.0,70.3125,3,8.0,0.0,14,0,2.25,29.9155749636099,False,127.48,29.9155749636099,127.4780749636099
https://www.pararius.com/house-for-rent/hoensbroek/b2e09347/amstenraderweg,1250.0,"Includes: Internet, Service costs",6431 EN,99.0,2,,Unlimited period,1925.0,1.0,"Bath
Shower
Toilet",Not present,Present (80 m²),G,Not present,No,,No,"Description
The home at Amstenraderweg 96 in Hoensbroek is located in a quiet, green neighborhood with all amenities within easy reach. This spacious home is ideal for families and starters and offers comfortable living space. The location is convenient, with stores, schools and arterial roads to Heerlen and Maastricht nearby. In addition, there are plenty of walking and cycling opportunities in the nearby nature of the Geleenbeek valley.
Details:
Available from 1 September
Rent is €1250 including service costs
Deposit is 2x the monthly rent
Garage at house
If you are interested in this property we would like to receive a motivation letter, after which we will contact you.",False,80.0,Mariarade-Noord,hoensbroek,194000.0,92.8125,6,8.0,15.0,-15,0,0.0,21.55718759648891,False,128.37,21.55718759648891,128.36968759648892
https://www.pararius.com/apartment-for-rent/den-bosch/8a7df301/werfpad,1195.0,Excludes: Service costs,5212 VJ,50.0,2,,Unlimited period,2000.0,1.0,Bath,Not present,Not present,,Not present,No,,No,"Description
Nice apartment for rent in Den Bosch with 1 bedroom in the Orthenpoort district.",False,,Orthenpoort,den bosch,299000.0,46.875,6,4.0,-5.0,34,0,0.0,46.11353711790393,False,129.43,43.556217248908304,131.98853711790395
https://www.pararius.com/apartment-for-rent/alkmaar/a0a93284/gashouderstraat,1200.0,"Includes: Electricity, Gas, Water",1815 BC,40.0,1,,Temporary rental,2024.0,1.0,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are six apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A7: 1200 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability.",False,,Spoorbuurt,alkmaar,309000.0,37.5,3,4.0,-5.0,41,0,3.25,54.73362445414847,False,129.45,45.699596069868996,138.48362445414847
https://www.pararius.com/apartment-for-rent/alkmaar/3073bf84/gashouderstraat,1400.0,"Includes: Electricity, Gas, Water",1815 BC,40.0,1,,Temporary rental,2024.0,1.0,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A15: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability.",False,,Spoorbuurt,alkmaar,309000.0,37.5,3,4.0,-5.0,41,0,3.25,54.73362445414847,False,129.45,45.699596069868996,138.48362445414847
https://www.pararius.com/apartment-for-rent/alkmaar/09b4787d/gashouderstraat,1200.0,"Includes: Electricity, Gas, Water",1815 BC,40.0,1,,Temporary rental,2024.0,1.0,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A5: 1200 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability.",False,,Spoorbuurt,alkmaar,309000.0,37.5,3,4.0,-5.0,41,0,3.25,54.73362445414847,False,129.45,45.699596069868996,138.48362445414847
https://www.pararius.com/apartment-for-rent/alkmaar/e70c5350/gashouderstraat,1400.0,"Includes: Electricity, Gas, Water",1815 BC,40.0,1,,Temporary rental,2024.0,1.0,,Not present,Not present,A,,No,,No,"Description
Short Stay apartments (maximum 6 months) now available:
Welcome to our beautiful 'the 14th Wolf';
We have 14 renovated studio's with sleeping loft and 1-bedroom apartments available near the center of Alkmaar. The apartments are completely new, furnished and including gas, water, electricity. At the moment there are eight apartments available.
All the apartments are very centrally located next to the Singelgracht with the commotion of the many boats, at the edge of the cosy centre of Alkmaar. All facilities for shopping and going out are a stone's throw away, as is the NS railway station. This completely renovated building has been cared for down to the last detail.
Mail us for available apartments, pictures and an appointment!
Available per 1st of november 2024:
Gashouderstraat 8A6: 1400 euro per month
Layout;
Living area
A comfortable sitting and dining area. The style of the living area can slightly vary per unit. The living area is included a comfortable sofa, dining table with chairs, curtains, tv, different lamps and decoration. The living room has an open kitchen.
Kitchen
The kitchen is fully equipped including a dishwasher, fridge and freezer combination, electric cooking, an oven/microwave combination, a coffee machine and a water cooker. Besides pots & pans, plates, glasses and cutlery, everything is there.
Apartment with sleeping loft and 1-bedroom apartments
All the units are equipped with; Queen-size bed, pillows, blankets, bedside table, clothing rack or closet and curtains. The living room has an open kitchen.
Washing machine / Dryer combination
All the units are equipped with a washing machine and dryer combination.
Heating system and mechanic ventilation
All the units are equipped with central heating system.( HR++ windows and brand new insulation) and mechanic ventilation.
Smoking and pets
All units are non-smoking and pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- 1-bedroom apartments and apartments with sleeping loft
- available per the 1st november 2024
- deposit 1 month
Please ask for availability.",False,,Spoorbuurt,alkmaar,309000.0,37.5,3,4.0,-5.0,41,0,3.25,54.73362445414847,False,129.45,45.699596069868996,138.48362445414847
https://www.pararius.com/apartment-for-rent/tilburg/2992bdc6/poirtersstraat,1224.0,,5025 TA,37.0,1,,,2012.0,1.0,,,,,,,,,"Description
Comfortable apartment for rent in Tilburg with 1 bedroom in the Westend district.",False,,Westend,tilburg,329000.0,34.6875,3,4.0,0.0,41,0,0.0,60.82922223533577,False,130.05,47.36051833766081,143.51672223533578
https://www.pararius.com/apartment-for-rent/rotterdam/f8b09190/mauritsstraat,1315.0,Excludes: Service costs,3012 CH,37.0,2,,Temporary rental,1874.0,1.0,,Not present,Not present,A,Not present,No,,No,"Description
SHORT-STAY Accommodations Rotterdam from 3 to 9 months
Discover our selection of 20 short-stay properties, offering flexible rental contracts from 3 to 9 months.
Location & Features:
- Situated on Mauritsstraat, in the vibrant center of Rotterdam.
- Units are fully furnished.
- 1-bedrooms (1 double bed)
Pricing Details:
- Rent: €1315.
- Fixed utility payment (heating, electricity, water, internet): €195.
- Service charge: €125.
- Tax: 9%
- Total rent €1782,-
We pride ourselves on delivering exceptional service, with an emphasis on prompt problem resolution. Your payment also reflects the quality safety, and prime location of the property.
Contract & Terms:
- Requires a 1-month security deposit.
- Temporary contracts with the flexibility of cancellation given 1 calendar month's notice.
Rental Process:
- We offer a flexible process, tailored to individual needs.
- For students: Required documents include a guarantor's documents, an employment contract, 3 recent pay slips, IDs and phone number + e-mail. of both guarantor and tenant.
- For expats: Required documents are an employment contract, 3 recent pay slips, proof receiving salary in bank account, ID, phone number + e-mail.
- Rentals in the name of a company are also an option.
Reservations:
- Contact us for quick and easy reservations. Our units are popular among students, expats and companies, so act fast!
Contact & Viewings:
- To arrange a viewing, please send a request along with a personal story as part of your inquiry.
Experience the convenience and comfort of living in the heart of Rotterdam with our appealing short-stay options!
Additional Information:
- Shared private garden.
- 2 Miele washing machines.
- 2 Miele dryers.
- Digital keys.
- Each apartment is equipped with an intercom.
- Only stairs available (no elevator).
- On-site caretaker available to address issues.
- Rotterdam Central Metro/Tram/Train station is a 7-minute walk away.
- Parking options include nearby Apcoa Parking Garage, Interparking Lijnbaan, or street parking.
- Registration is possible.
- No pets allowed",False,,Cool,rotterdam,374000.0,34.6875,6,4.0,-5.0,41,0,0.0,69.1402100790747,False,130.13,49.443144326094654,149.8277100790747
https://www.pararius.com/apartment-for-rent/arnhem/03a21af0/bernhardlaan,1205.0,,6824 LD,100.0,4,Monumental building,,1954.0,1.0,"Shower
Toilet",Not present,Not present,D,Present,Yes,Public,No,"Description
Furnished or uphostered apartment for rent in Arnhem with 3 bedrooms in the Angerenstein district.",False,,Angerenstein,arnhem,73607.0,93.75,12,8.0,-5.0,14,0,0.0,8.214279475982533,False,130.96,8.214279475982533,130.96427947598252
https://www.pararius.com/apartment-for-rent/hoogezand/fce63289/kerkstraat,1300.0,"Includes: Electricity, Gas, Water",9603 AH,57.0,2,,,1910.0,1.0,,Not present,,A+++,,,,,"Description
Nice apartment for rent in Hoogezand with 1 bedroom in the Zuiderpark district.",False,,Zuiderpark,hoogezand,73607.0,53.4375,6,4.0,0.0,57,0,0.0,10.639086799969355,False,131.08,10.639086799969355,131.07658679996936
https://www.pararius.com/apartment-for-rent/utrecht/554b0886/muntkade,1195.0,"Includes: Electricity, Gas, Internet, Service costs, Water",3531 AK,30.0,1,,Unlimited period,2011.0,1.0,"Lift
Shower",Not present,Not present,A,Not present,Yes,Paid,No,"Description
This charming furnished studio with communal roof terrace is situated in a unique and historic waterfront location.
The property is finished to perfection with an extensive, modern kitchen and a clean bathroom. A nice side effect are the large windows with panes for socializing and light. The property is located in the historic Dekkledenhuis, a unique former warehouse at the Mint Quay which was renovated in 2011 completely. The property is located at the Munt Kade, a wide street with wide view which follows the waters of the Merwede canal. In the immediate vicinity you can find park Oog in Al. Within 5 minutes walk from the lively Canal Street. This is the beating heart of the popular neighborhood of Lombok with several bakeries, butchers, groceries and other shopping facilities and restaurants. With the bike you're ten minutes in the center of the city. The central station and several roads are fast and easily accessible.
Ground floor entrance with mailboxes and elevator.
2nd Floor Landing with access to the studio. Entry in the modern kitchen with plenty of space for hanging up coats and walk into the living / sleeping area. The whole house is modern and finished with a laminate floor. The kitchen is complete, modern finished and outfitted with a four-burner stove, a luxury extractor hood, dishwasher, microwave and refrigerator. The separate bathroom is fully tiled and has a walk-in shower, washer, toilet, towel radiator and sink. 4th Floor The staircase you come out on the very spacious roof terrace of 150m2 facing south with a panoramic view of the surroundings, the drawbridge over the Merwede canal and the mill.
Details:
For 1 person.
Only expats.
No pets.
Contract for maximum 2 years.",False,,Leidseweg en omgeving,utrecht,403000.0,28.125,3,8.0,-5.0,41,0,2.25,85.66084425036391,False,131.18,53.80182860262009,163.0358442503639
https://www.pararius.com/apartment-for-rent/eindhoven/c5f264a1/pastoor-van-arslaan,1300.0,"Includes: Electricity, Gas, Internet, Service costs, Water",5622 CK,42.0,2,,Unlimited period,2011.0,1.0,,Not present,Not present,B,Not present,No,,No,"Description
Nice flat for rent in a top location in Eindhoven (10 minutes from TU/e). Note: available until the end of December.
This flat is located on the Pastoor van Arslaan. The flat is easily accessible with many amenities nearby. Situated at cycling distance from the centre of Eindhoven, walking distance from a supermarket and at walking distance from a train station. The nearest arterial road in the vicinity is only 4 minutes away.
Layout and description:
This recently nice flat has a nice new laminate floor and is located on the ground floor at the front of the property. The flat features a private bathroom with shower, toilet and sink, and a separate bedroom.
The private kitchen features various luxury built-in appliances such as a hob, oven, extractor, fridge. There is also plenty of storage space. There is also a spacious storage room where you can easily place a bicycle.
The rental price of this flat is €1,300 including costs for energy and municipal taxes. For the deposit, you should take into account an amount of 2x the monthly rent.
For more information about renting this flat, please contact us directly and without obligation.",False,,Barrier,eindhoven,362000.0,39.375,6,8.0,-5.0,34,0,1.75,61.63776252859222,False,132.23,48.10171163443543,145.76276252859222
https://www.pararius.com/apartment-for-rent/groningen/9fe45551/abel-tasmanplein,1335.0,"Includes: Electricity, Gas, Water",9726 EK,42.0,2,,,1939.0,1.0,,Not present,,A,,,,,"Description
Nice apartment for rent in Groningen with 2 bedrooms in the Zeeheldenbuurt district.",False,,Zeeheldenbuurt,groningen,249000.0,39.375,6,4.0,0.0,41,0,0.0,42.88895820336869,False,133.26,42.88895820336869,133.2639582033687
https://www.pararius.com/apartment-for-rent/rotterdam/d6fec881/adrien-mildersstraat,1290.0,"Includes: Electricity, Gas, Service costs, Water",3022 NK,40.0,1,,,1916.0,1.0,,Not present,,B,,,,,"Description
In Rotterdam West, located on the corner of the city center, newly furnished, modern studio/ 1 bedroom apartment on the ground floor. Within walking distance of various shops. The central station, Blijdorp Zoo can be reached in 5 minutes.
Layout: Communal entrance on the ground floor, entrance of the studio, which is fully equipped with laminate. The cozy living area is equipped with a two-seater sofa, coffee table, TV and armchair. The modern open kitchen in high gloss white is equipped with a 4 burner gas stove, oven, extractor, sink and dishwasher. The bathroom in white colors is equipped with a corner shower, washbasin with mirror cabinet, floating toilet, design radiator and washing machine. The sleepingarea has a double bed with storage space and linen cupboard. Comments:The studio is available for 1 student only",False,,Nieuwe Westen,rotterdam,351000.0,37.5,3,8.0,0.0,34,0,2.25,62.31877729257642,False,133.28,48.53269650655022,147.0687772925764
