Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Gemeente,Gemiddelde WOZ,Punten
https://www.pararius.com/apartment-for-rent/drachten/1e5eec9a/de-kolken,890.0,9201 BV,71.0,4,Shell,Unlimited period,,1963.0,1.0,Shower,Present,Not present,,D,Present,Yes,Public,No,"Description
Beautiful apartment with balcony for rent in Drachten with 2 bedrooms in the De Swetten district.",False,,De Swetten,drachten,210000.0,121.48
https://www.pararius.com/apartment-for-rent/spijkenisse/2e79387e/winston-churchilllaan,970.0,3202 GN,68.0,4,,,,1965.0,1.0,"Bath
Cable TV
Lift
Mechanical ventilation
Storage space
Toilet",Present,Not present,,A+,Present,Yes,Public,No,"Description
Beautiful apartment with balcony for rent in Spijkenisse with 3 bedrooms in the Schiekamp-Zuid district.",False,,Schiekamp-Zuid,spijkenisse,205000.0,141.91
https://www.pararius.com/apartment-for-rent/almere/d9c0e1be/amsterdamweg,1075.0,1324 RP,45.0,2,Upholstered,Unlimited period,,1981.0,1.0,,Not present,Not present,,A,Not present,No,,No,"Description
Spacious and Charming Studio for Rent
Available from 01-11-2024, with a minimum rental period of 12 months.
The studio includes a separate sleeping area, a spacious kitchen, and a private bathroom. The toilet, washing machine, and dryer are shared and located in a communal area.
Rent: €1075 per month
Deposit: €1950
A viewing will be scheduled soon.
If interested, please respond to the advertisement.",False,,Stedenwijk Midden-noord,almere,314000.0,133.66
https://www.pararius.com/apartment-for-rent/rotterdam/8c1a6877/sonmansstraat,925.0,3039 DJ,20.0,1,Furnished,,,1935.0,,,Not present,Present,,C,,,,,"Description
No couples - 1 person only Fully renovated furnished room located in the popular neighborhood Blijdorp on the Sonmansstraat. The apartment is within walking distance of the Vroesenpark, shops, supermarket (Albert Heijn) and public transport facilities including the Randstad Rail station and the Central Station.
Layout: Joint entrance. The spacious fully furnished room is located on the ground floor at the front. The floor is provided with a new laminate floor and the space is provided with a bed, cupboard and chair. The new kitchen and bathroom are shared with 1 roommate at the rear.",False,,Blijdorp,rotterdam,383000.0,
https://www.pararius.com/apartment-for-rent/groningen/0c20a359/almastraat,1142.0,9716 CX,66.0,2,Upholstered,Unlimited period,,2015.0,1.0,"Shower
Toilet",Not present,Not present,,A,Not present,Yes,Permit,No,"Description
Beautiful apartment for rent in Groningen with 1 bedroom in the De Hoogte district.",False,,De Hoogte,groningen,409000.0,166.94
https://www.pararius.com/apartment-for-rent/groningen/0c20a359/almastraat,1142.0,9716 CX,66.0,2,Upholstered,Unlimited period,,2015.0,1.0,"Shower
Toilet",Not present,Not present,,A,Not present,Yes,Permit,No,"Description
Beautiful apartment for rent in Groningen with 1 bedroom in the De Hoogte district.",False,,De Hoogte,groningen,221000.0,141.5
https://www.pararius.com/apartment-for-rent/limbricht/b21cade3/pastoor-janssenstraat,1120.0,6141 AM,102.0,5,Furnished,Unlimited period,,1981.0,,,Not present,Not present,,B,Not present,No,,No,"Description
geWOON Makelaardij offers this fully furnished apartment in the heart of Limbricht. The house has three bedrooms and is very centrally located in relation to the connecting roads.
Layout
The outbuilding for storage of bicycles (approx. 2m x 2m) is located around the corner. The apartment is located on the second floor where one through the entrance hall, with meter cupboard and toilet, has access to the spacious living room (approx. 44 m2) with tiled floor. From the living room is the open kitchen of 15.5 m2 accessible which is equipped with fridge, microwave, oven and extractor. The balcony (approx. 2 x 3 m) on South / West is accessible at the front. Through the landing there is access to the fully tiled bathroom with shower, toilet and sink, master bedroom of 11 m2, master bedroom of 13.5 m2 with 3-door wardrobe, third bedroom of 7.2 m2 and utility room with white goods connection. The house has a storage attic with storage shelves.
Details
Property is fully furnished
There are plenty of parking spaces available for the complex.
Balcony on both front and back of the house.
Rental conditions
Available: beginning of November
Rental price: € 1.095,00
Service charges: € 45,00
Total rent: € 1.140,00
Security deposit: € 2.280,00
Supply of utilities is not included in the rent and must be requested by the tenant.
No rights can be derived from this information.",False,,Limbricht,limbricht,311000.0,
https://www.pararius.com/apartment-for-rent/rotterdam/93d836d8/beijerlandselaan,1010.0,3074 EB,63.0,4,Upholstered,,,1927.0,1.0,,Present,Not present,,A,,No,,,"Description
This area embraces the rich melting pot of cultures that make Rotterdam so vibrant. From lively streets to hidden gems, here you will find a harmonious blend of diversity and charm. We have a wonderful 4-room apartment available, perfect for a couple! Interested? Respond quickly via our website.
LAY-OUT: Entrance at street level, leading to the communal area. You take the stairs to the 2nd floor where the apartment is located. Front door, entrance into the apartment in the living room of approximately 27 m². Open kitchen equipped with a stove, refrigerator, extractor hood, and combi microwave. Three bedrooms: two located at the rear of approximately 6 m² and 11 m², and one located at the front of approximately 9 m². From the cozy bedroom at the rear, you have access through French doors to the balcony at the back. Bathroom equipped with a shower, sink, and toilet.
The entire apartment has laminate flooring, light fixtures, window coverings, double glazing, and is heated by central heating. The connection for the washing machine/dryer is located in the bathroom.
DETAILS:
- Lively neighborhood
- Perfect for a couple
- All conveniences nearby
RENTAL PRICE:
- Excluding utilities gas, water, electricity (individual meters, contracts on tenants name)
- Excluding television / internet (to be concluded by yourself)
RENTAL CONDITIONS:
- Property is suitable for a maximum of 2 persons (sustainable household)
- Lease term: minimum 1 year + indefinite period
- Deposit equal to the (total) monthly rent
- Housing permit not required
- No pets allowed
- Parking permit: please see here (******) more information about the -possible- waiting list regarding the parking residents permit
REQUIREMENTS:
See under the tab ""rental conditions"" which documents are required for renting this property.
* No legal rights can be derived from the above text",False,,Hillesluis,rotterdam,216000.0,133.03
https://www.pararius.com/apartment-for-rent/leeuwarden/cd94eece/van-harinxmaplein,950.0,8931 DN,78.0,2,Shell,Temporary rental,,1960.0,,,Not present,Not present,,C,Not present,No,,No,"Description
Beautiful apartment for rent in Leeuwarden with 2 bedrooms in the Nijlân district.",False,,Nijlân,leeuwarden,181000.0,
https://www.pararius.com/apartment-for-rent/naarden/8096786c/zwarteweg,895.0,1412 GD,31.0,1,,,,2024.0,1.0,,,,,A,,,,,"Description
Comfortable apartment for rent in Naarden in the Ministerpark district.",False,,Ministerpark,naarden,575000.0,161.01
https://www.pararius.com/apartment-for-rent/groningen/29e01bb8/noorderstationsstraat,995.0,9717 KN,26.0,2,,Temporary rental,,1894.0,1.0,,Not present,,,A++,,,,,"Description
Comfortable apartment for rent in Groningen with 1 bedroom in the De Hoogte district.",False,,De Hoogte,groningen,409000.0,154.78
https://www.pararius.com/apartment-for-rent/groningen/29e01bb8/noorderstationsstraat,995.0,9717 KN,26.0,2,,Temporary rental,,1894.0,1.0,,Not present,,,A++,,,,,"Description
Comfortable apartment for rent in Groningen with 1 bedroom in the De Hoogte district.",False,,De Hoogte,groningen,221000.0,137.49
https://www.pararius.com/house-for-rent/meppel/cf09f2b4/kamgras,880.0,7942 NP,130.0,4,,,,2024.0,,,,Present,,A,,,,,"Description
Conveniently located house with garden for rent in Meppel in the Drukkersbuurt district.",False,,Drukkersbuurt,meppel,371000.0,
https://www.pararius.com/apartment-for-rent/groningen/b9f8923e/helperpark,995.0,9723 ZA,23.0,1,Upholstered or furnished,Temporary rental,,1935.0,,Air-conditioning,Not present,,,A+++,,,,,"Description
Comfortable furnished apartment for rent in Groningen with 1 bedroom in the Europapark district.",False,,Europapark,groningen,315000.0,
https://www.pararius.com/apartment-for-rent/den-helder/830215d8/marina-park,1100.0,1785 DL,95.0,3,Furnished,Temporary rental,,1980.0,,,Not present,Not present,,B,Present,Yes,Public,No,"Description
This beautiful 3-room apartment is located in Den Helder at the Marina-Park. The apartment has a living area of 95 m2, was built in 1980 and has an energy label C.
Marina-Park 352 is located near Marina. This is a child-friendly neighborhood with relatively many families. Furthermore, it is a relatively quiet neighborhood considering the population density.
The house is accessible on average with many amenities nearby. Located within cycling distance of the center of Den Helder, . In addition, the nearest highway in the vicinity is a 40-minute drive away.
Layout: the house consists of three rooms.
The house is rented out furnished and can be rented for at least 24 months.",False,,Marina,den-helder,282000.0,
https://www.pararius.com/apartment-for-rent/groningen/3440b4d5/schuitendiep,1025.0,9711 RA,33.0,1,Upholstered or furnished,Temporary rental,,1850.0,,Air-conditioning,Not present,,,A+++,,Yes,Paid,,"Description
General
This short stay studio at Schuitendiep 33F is available immediately. It concerns a studio with a living floor and energy label A+++.
The studio is fully furnished and is available until 31-12-2024.
Location
The studio is located in the Binnenstad-Oost district in Groningen. The bustling center is around the corner and all amenities are within walking distance. Furthermore, there are various arterial roads near the studio.
Layout
The studio is located on the first floor of the building. Everything is in one room and there is a separate bathroom.
Rental price
The rental price is €1025,- per month including",False,,Binnenstad-Zuid,groningen,283000.0,
https://www.pararius.com/apartment-for-rent/groningen/3440b4d5/schuitendiep,1025.0,9711 RA,33.0,1,Upholstered or furnished,Temporary rental,,1850.0,,Air-conditioning,Not present,,,A+++,,Yes,Paid,,"Description
General
This short stay studio at Schuitendiep 33F is available immediately. It concerns a studio with a living floor and energy label A+++.
The studio is fully furnished and is available until 31-12-2024.
Location
The studio is located in the Binnenstad-Oost district in Groningen. The bustling center is around the corner and all amenities are within walking distance. Furthermore, there are various arterial roads near the studio.
Layout
The studio is located on the first floor of the building. Everything is in one room and there is a separate bathroom.
Rental price
The rental price is €1025,- per month including",False,,Binnenstad-Zuid,groningen,435000.0,
https://www.pararius.com/apartment-for-rent/groningen/3440b4d5/schuitendiep,1025.0,9711 RA,33.0,1,Upholstered or furnished,Temporary rental,,1850.0,,Air-conditioning,Not present,,,A+++,,Yes,Paid,,"Description
General
This short stay studio at Schuitendiep 33F is available immediately. It concerns a studio with a living floor and energy label A+++.
The studio is fully furnished and is available until 31-12-2024.
Location
The studio is located in the Binnenstad-Oost district in Groningen. The bustling center is around the corner and all amenities are within walking distance. Furthermore, there are various arterial roads near the studio.
Layout
The studio is located on the first floor of the building. Everything is in one room and there is a separate bathroom.
Rental price
The rental price is €1025,- per month including",False,,Binnenstad-Zuid,groningen,341000.0,
https://www.pararius.com/apartment-for-rent/almere/c8cda81a/ganeshastraat,1093.0,1363 XA,61.0,2,Furnished,Unlimited period,,2009.0,1.0,Shower,Not present,"Present (20 m², located on the south)",,A+,Present,No,,No,"Description
rond. Het appartement is per direct beschikbaar en is zeer gunstig gelegen ten opzichte van openbaar vervoer met goede verbindingen naar Amsterdam met vlakbij de uitvalswegen A1/A27. Voor uw dagelijkse boodschappen kunt u terecht bij de PLUS Homerusmarkt. Woning is gelegen in Homeruskwartier, Almere Poort. Tevens liggen Internationale school, middelbare scholen en kinderopvang en Cascadepark om de hoek van dit prettige appartement. Indeling: Entree op de begane grond, ruime hal met de meterkast en schoenenkast. 1 ruime slaapkamer van ca. 12m² met bedframe, 2 nachtkastjes, vanity en ruime kledingkast. De slaapkamer geeft toegang tot de badkamer. Zeer ruime badkamer voorzien van inloopdouche met nette glazen deuren, wastafelmeubel, radiator en wasmachine. Via de hal is er toegang tot de aparte toilet met wastafel. De zeer ruime woonkamer geeft toegang tot het terras en speelplaats via de openslaande deuren en is voorzien van een ruime hoekbank en smart TV. De open keuken is volledig uitgerust met een vaatwasser, koel- vries combinatie, kookplaat (keramisch), combi-oven, magnetron en een net aanrechtblad. Tevens bijpassend eettafel met 4 eetkamerstoelen. Bijzonderheden: -De huurprijs is €1200 per maand. (Kale huur €1093 + €107 meubilering en servicekosten) -Middenhuur appartement – Per direct beschikbaar; – Contract voor onbepaalde tijd; – Gegevens controle is van toepassing; – Inkomensnorm 3,5x de maandhuur (bruto); -Borg €2400 – Energielabel A+; – Stadsverwarming; – Eigen privé parkeerplek; – Huurprijs is excl. NUTS voorzieningen (warm water, water, electriciteit, internet.) – Gemeubileerd
Aan de op de plattegronden en in de brochure vermelde informatie kunnen op geen enkele manier rechten worden ontleend.
The property will be rented in furnished state. Characteristics of the apartment: \- 61m2 \- Furnished \- One-bedroom apartment \- Located in the Homeruskwartier, Almere-Poort \- Private parking spot \- Situated on the ground floor. Details: -The rent is €1200 per month. (Basic rent €1093 + €107 furnishing and service cost) – Immediately available; – Rental agreement for an indefinite period of time; -Rental deposit €2400 – Tenant will be financially screened; – Income threshold of 3,5x the monthly rent (gross); – Energie label A+; – District heating (Stadsverwarming); – Private parking spot; – Rental price is excl. Utilities e.g. heating, water, electricity, internet, municipal waste tax. The information was collected with utmost care. However no rights can be derived from this text, pictures and website.",False,20.0,Homeruskwartier Zuid,almere,390000.0,181.11
https://www.pararius.com/house-for-rent/hengelo/2d93be4d/industriestraat,1100.0,7553 CP,120.0,4,,,,1959.0,,,Not present,Not present,,E,,,,No,"Description
House for rent in Hengelo with 3 bedrooms in the Bedrijventerrein Twentekanaal-Noord I district.",False,,Bedrijventerrein Twentekanaal-Noord I,hengelo,,
https://www.pararius.com/apartment-for-rent/deventer/70521757/tabakswal,998.0,7413 TE,35.0,2,Upholstered,Unlimited period,,1908.0,1.0,Lift,Not present,Not present,,A,Not present,Yes,Public,No,"Description
Comfortable apartment for rent in Deventer with 1 bedroom in the Rode Dorp district.",False,,Rode Dorp,deventer,244000.0,127.26
https://www.pararius.com/apartment-for-rent/deventer/70521757/tabakswal,998.0,7413 TE,35.0,2,Upholstered,Unlimited period,,1908.0,1.0,Lift,Not present,Not present,,A,Not present,Yes,Public,No,"Description
Comfortable apartment for rent in Deventer with 1 bedroom in the Rode Dorp district.",False,,Rode Dorp,deventer,343000.0,138.07
https://www.pararius.com/apartment-for-rent/panningen/1688ed27/markt,1075.0,5981 AA,112.0,3,Shell,Unlimited period,,2010.0,,,Present,Not present,,A,Present,No,,No,"Description
Charming apartment with balcony for rent in Panningen with 2 bedrooms in the Panningen district.",False,,Panningen,panningen,310000.0,
https://www.pararius.com/apartment-for-rent/enschede/f02f785c/roelof-van-schevenstraat,1060.0,7521 SK,78.0,3,,,,1967.0,,,Not present,Not present,,C,,,,No,"Description
Beautiful apartment for rent in Enschede with 2 bedrooms in the Tubantia-Toekomst district.",False,,Tubantia-Toekomst,enschede,256000.0,
https://www.pararius.com/apartment-for-rent/utrecht/33957199/predikherenkerkhof,885.0,3512 TJ,16.0,1,,,,1650.0,1.0,,Not present,,,B,,,,,"Description
Pleasant apartment for rent in Utrecht in the Breedstraat en Plompetorengracht en omgeving district.",False,,Breedstraat en Plompetorengracht en omgeving,utrecht,,
https://www.pararius.com/apartment-for-rent/nijmegen/3c596ec0/berg-en-dalseweg,995.0,6522 BC,41.0,2,Furnished,Unlimited period,,2024.0,1.0,,Not present,Not present,,A++,Not present,Yes,Public,No,"Description
Unique Short-Stay Lofts at Canisiushof, Berg en Dalseweg
About This Residence
Welcome to your new home at Canisiushof, where each of the 120 unique lofts offers a distinct living experience. Located on the ground floor, this particular loft impresses with its high ceilings and an additional loft area overlooking the living room—perfect for those who appreciate character and charm.
The modern, open kitchen is ideal for cooking your favorite meals while staying engaged with guests in the living room. It features a sleek dark design with a contrasting white countertop, complete with an induction cooktop, fridge with freezer compartment, dishwasher, and cooker hood. The round dining table maximizes space, making it perfect for gatherings.
Upstairs, the mezzanine offers a dedicated study area, while the basement suite houses the cozy bedroom, accessible by stairs. The ensuite bathroom is a tranquil retreat with a large glass-door shower, a vanity sink, and calming beige tiles.
Highlights:
Fully furnished loft, including linen
Stylish wood-look flooring
Blackout curtains for privacy
Modern kitchen with top-notch appliances (induction cooktop, dishwasher, fridge, combi oven)
Access to a shared laundry room
Secure bike storage in the basement
Location
Situated on Berg en Dalseweg in the Hunnerberg neighborhood, Canisiushof boasts a prime location just east of Nijmegen’s city center. Enjoy the convenience of excellent connectivity and nature at your doorstep, with Julianapark just a 5-minute walk away.
Two bus stops (Hugo de Grootstraat and Mesdagstraat) are conveniently located along the street.
Supermarkets like Albert Heijn (450 meters) and Coop (500 meters) are nearby for all your grocery needs.
Nijmegen’s city center is just a 15-minute walk or a 5-minute bike ride away.
Contract Details
Short-stay contract
Duration: Maximum 6 months, minimum 1 month. Perfect landing spot!
Deposit: Approximately 1 month's all-in rent
Who Is This For?
Canisiushof lofts are ideal for (exchange) students, expats, and professionals in need of temporary housing due to home renovation, sale, relationship changes, internships, or short-term work assignments in or around Nijmegen.
Viewings
Interested in learning more or scheduling a viewing? Contact us directly to explore this unique living opportunity at Canisiushof!",False,,Hunnerberg,nijmegen,601000.0,173.48
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,467000.0,172.24
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,339000.0,153.92
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,276000.0,144.34
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,273000.0,144.12
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,270000.0,143.9
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,307000.0,149.59
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,429000.0,166.47
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,374000.0,158.47
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,261000.0,142.25
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,336000.0,153.7
https://www.pararius.com/apartment-for-rent/valkenswaard/61761181/eindhovenseweg,925.0,5554 AD,60.0,1,Upholstered,Unlimited period,,2006.0,1.0,"Lift
Shower",Not present,Not present,,A,Present,Yes,Permit,No,"Description
Very spacious 2-room flat located in the centre of Valkenswaard
All amenities within walking distance and bus stop in the immediate vicinity. At 10 car minutes from Eindhoven.
Also a short distance from ASML and High Tech Campus.
Layout:
Entrance with stairwell and lift.
2nd floor:
Entrance with hall and access to the toilet, living room and bedroom.
The spacious living room is located at the front of the complex and has an open kitchen equipped with various appliances; gas hob, fridge-freezer and extractor.
The bedroom with spacious wardrobe is located at the rear. Through the bedroom you also have access to the bathroom. This is equipped with bath, washbasin and washing machine connection.
The entire flat has laminate flooring.
Details;
Rental price is € 1100,- per month
Including service costs
Exclusive: gas/water/electricity, TV, internet and municipal taxes.
Deposit: € 2000,-.
Pets and smoking not allowed.
Available from 1-11-2024.",False,,Centrum,valkenswaard,274000.0,144.19
