Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max
https://www.pararius.com/apartment-for-rent/purmerend/8fe15074/nieuwstraat,1500.0,1441 CN,75.0,3,Upholstered,Unlimited period,,1999.0,1.0,"Lift
Awnings",Present,Not present,,B,Present,Yes,Paid,No,"Description
For rent this attractive apartment located in the center of Purmerend. The apartment of approximately 75 square meters is located in a small-scale apartment complex within walking distance of public transport, station, shops, restaurants and the theater.
Layout: Through the entrance you enter the spacious and bright living room with large windows. From the living room you can go to the balcony that runs over the entire width of the house and is located on the south. There is also a neat open kitchen with the necessary equipment such as a gas stove with extractor hood, oven, dishwasher and fridge with freezer compartment. The house has 2 well-sized bedrooms and a bathroom with bath and corner shower. There is a laundry room with washing machine and you have your own storage room behind the complex.
Deposit two months rent.
There is a nice laminate floor throughout the house and there are neat curtains everywhere.
Parking permit for residents in the city center possible at around EU 65 per year.
Pets and smoking are not allowed.",False,,Binnenstad,purmerend,308000.0,70.3125,8.0,2.0,34,0,4.0,38.933042212518195,False,157.25,38.933042212518195
https://www.pararius.com/apartment-for-rent/hengelo/06eb9766/markt,695.0,7551 CH,51.0,1,,,,2018.0,1.0,,,Not present,,C,,,,No,"Description
Nice apartment for rent in Hengelo with 1 bedroom in the Binnenstad-Centrum district.",False,,Binnenstad-Centrum,hengelo,217000.0,47.8125,4.0,0.0,22,0,0.0,32.58035790735508,False,106.39,32.58035790735508
https://www.pararius.com/apartment-for-rent/nijmegen/f5f1c652/atjehstraat,2150.0,6524 KV,76.0,3,Furnished,Temporary rental,,1949.0,1.0,"Cable TV
Intercom
Internet connection
Awnings
Blinds
Roller blinds
Sewer connection
Sliding doors
Storage space",Not present,Not present,,B,Not present,Yes,Paid,No,"Description
Beautiful apartment for rent in Nijmegen with 3 bedrooms in the Galgenveld district.",False,,Galgenveld,nijmegen,544000.0,71.25,4.0,-5.0,34,0,0.0,68.25718225695242,False,161.18,56.9273701447943
https://www.pararius.com/room-for-rent/groningen/63e0f0ee/pelsterstraat,290.0,9711 KL,35.0,1,Shell,Unlimited period,,0.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
Are you looking for living space in Groningen? We have living spaces available immediately on an anti-squatting basis. You will have access to a space of approximately 35 m². Facilities such as the kitchen and bathroom are shared with housemates. You’ll be right in the heart of the vibrant city center of Groningen, with the shopping streets just outside your door!
If you can make one of these unique spaces your own, this is your chance!
The monthly fee is €290.00, including utilities.",False,,Binnenstad-Zuid,groningen,283000.0,32.8125,4.0,-5.0,0,0,0.0,54.30879600748596,False,60.23,28.42002768247037
https://www.pararius.com/en/project/zoetermeer/09bb0e61/70-lux/70-lux,1.4249999999999998,2711BC Zoetermeer,88.0,2,,,,0.0,1.0,,,,,,,Yes,,,"Description
Welkom bij 70LUX, een nieuw iconisch nieuwbouwproject in het hart van Zoetermeer! Deze nieuwe woontoren van 70 meter hoog biedt luxe, licht en maximaal wooncomfort. Direct naast het populaire Winkelcentrum Stadshart en op loopafstand van hoogwaardige openbaar vervoersverbindingen. De 134 (2-, 3- of 4 kamer) appartementen, waarvan 31 in het middenhuur segment, van 70LUX zijn duurzaam, een oppervlakte van tussen de 45-131 vierkante meter, een inpandige parkeergarage en een stallingsruimte voor fietsen en scooters. 70LUX staat voor duurzaam en energiezuinig wonen, triple beglazing en warmtepompen voor lage energiekosten en een comfortabel binnenklimaat.
Op de hoogte blijven? Laat jouw gegevens achter via de projectwebsite: www.hurenin70lux.nl
Kenmerken:
De woningen zijn gasloos, volledig geïsoleerd en voorzien van:
Luxe keuken; Voorzien van elektrische kookplaat, combioven, koelkast met vriesvak en vaatwasmachine
Luxe sanitair; Voorzien van een inloopdouche met douchescherm, vrijhangend toilet en handdoekradiator
Vloerverwarming- en koeling; Volledig voorzien van vloerverwarming en -koeling
Duurzaam; Energiezuinig door de modernste installaties en materialen
Ruime buitenruimten; Privébalkon, loggia of gemeenschappelijk dakterras
Woongenot; Veel lichtinval door aanwezigheid van grote ramen
Algemeen
Nieuwbouw huurwoningen (bouwjaar 2024)
31 middenhuur en 103 vrije sector huur appartementen
2-,3- en 4 kamer appartementen
Oppervlakte variërend tussen 45-131 m2
Unieke locatie in het Stadshart van Zoetermeer
Zeer duurzaam
Veel lichtinval met grote raampartijen
Moderne gemakken zoals glasvezel, videofooninstallatie, lift en pakketbrievenbus
Optie voor eigen overdekte parkeerplaats
Oplevering prognose eind Q4 2024/ begin Q1 2025
Zie jij jezelf hier al wonen en wil je als eerste op de hoogte worden gehouden wanneer de verhuur van start gaat? Schrijf je dan nu alvast in via de projectwebsite www.hurenin70lux.nl",False,,Stadscentrum,project,215000.0,82.5,4.0,0.0,0,0,0.0,24.668916236601824,False,111.17,24.668916236601824
https://www.pararius.com/apartment-for-rent/eindhoven/89d91b63/woenselse-markt,1200.0,5612 CS,70.0,2,Furnished,Unlimited period,,2005.0,1.0,Lift,Not present,Not present,,B,Not present,Yes,Public,No,"Description
Furnished and Spacious 1-Bedroom Apartment at Woenselse Markt, Eindhoven
Are you looking for a furnished apartment in a prime location with generous space and immediate availability? This beautiful 1-bedroom corner apartment on the 2nd floor at Woenselse Markt offers you all the comfort and amenities you need.
Location:
Situated in a representative apartment complex at the lively Woenselse Markt, this apartment has everything within reach. Shops, supermarkets, and restaurants are just around the corner. Moreover, the bustling city center of Eindhoven, Woensel Shopping Center, and the central station are all within walking distance. The nearest highway can be reached within just 6 minutes, making this apartment ideal for those who appreciate both the tranquility of their own home and the city's dynamic atmosphere.
Special Features:
Living area: approx. 70 m²
Perfect location near shops, city center, and public transport
Modern kitchen and spacious living room
Indoor storage room with connections for washing appliances
Private parking space in a secured area (optional)
Apartment Layout:
Ground Floor:
At the entrance of the complex, you'll find the intercom and mailboxes. The central hall is accessible via a secured door and provides access to the stairwell and the elevator. At the rear of the complex is the secured parking area, where you can rent your own parking space.
The Apartment:
This corner apartment is located on the second floor, ensuring no passersby walk by your windows, providing extra privacy. The spacious hallway has beautiful laminate flooring and features a utility closet (4 circuits and a safety switch).
The living room is spacious and receives plenty of natural light through the large windows. This space also features laminate flooring, a video intercom system, and tilt-and-turn windows, making it easy to ventilate. The modern open kitchen is fully equipped with ample storage, a 4-burner gas stove, an extractor hood, and a fridge. Adjacent to the kitchen is a convenient, large indoor storage room/pantry with connections for a dishwasher, washing machine, and dryer. The central heating boiler (Nefit 2005) and mechanical ventilation unit are also located here.
The bedroom also has laminate flooring and offers enough space for a comfortable bed and storage furniture. You will also find a television connection here.
The bathroom is fully tiled and features a sink, a shower area, and a fixed wall cabinet for additional storage space. Additionally, there is a separate, partially tiled toilet with a small sink.
Rental Terms:
Starting date: 1st of December 2024
Rent: € 1,200 per month
Parking space: € 50 per month (mandatory)
Deposit: € 2,000
Minimum rental period: 12 months
Pets and smoking are not allowed
The rent is excluding gas, water, electricity, internet, and municipal taxes.
We follow a protocol for the allocation of candidates. For more information, please see this link: ******",False,,Hemelrijken,eindhoven,279000.0,65.625,8.0,-5.0,34,0,3.25,36.404865876481594,False,142.28,36.404865876481594
https://www.pararius.com/house-for-rent/pijnacker/f1891c0d/gesina-van-der-molenstraat,1900.0,2642 CV,105.0,5,Furnished,,,1993.0,1.0,,,Present (125 m²),,C,,,,No,"Description
IMMEDIATELY FOR RENT FOR 4 MONTHS: FURNISHED 5-ROOM SINGLE-FAMILY HOME IN PIJNACKER
5-room house with garden, near the center of Pijnacker. The house is located in a quiet street within walking distance of shops and public transport. By public transport you are in the center of Rotterdam and The Hague within a few minutes. It is also a short distance from the schools, the sports center, recreation areas Balijbos and the Dobbeplas and arterial roads to the cities of Zoetermeer, Delft, Rotterdam and The Hague. Wonderfully quiet living and all amenities nearby. It is a 20-minute drive to the British School in The Hague (Leidschenveen).
Layout:
Ground floor:
Entrance house with hall, meter cupboard and toilet with washbasin; living room with door to the backyard. The backyard has a beautiful canopy (the storage room is not rented out) and back entrance. The kitchen is located at the front of the house and is equipped with a dishwasher, gas hob, extractor hood, oven (separate microwave) and a fridge-freezer.
1st floor: Hall; bedroom 1 with a double bed and a wardrobe; the 2nd bedroom with a double bed. The third bedroom has a wardrobe and a desk, there is the possibility to place a bed here as well. Furthermore, on this floor there is the bathroom with walk-in shower and washbasin, storage cupboard and the 2nd toilet.
2nd floor: Open attic with single bed. Also here is a washing machine and dryer (in cupboard). Also there is the central heating boiler in a cupboard.
Rent: € 1,900,-- per month excl. Energy/water/TV/Internet. Deposit 1.5 months rent. Rental agreement for 4 months. Option to cancel.Advance energy/water € 225,-- per month and use TV/Internet € 70,-- per month.
Special features:
- Living room/kitchen, garden & canopy and with back entrance, 3 bedrooms, bathroom, fully furnished, 2 toilets, attic.
- Child-friendly, quiet neighborhood, close to shops and schools. To British School in The Hague 20 minutes drive.
- Centrally located, good connections to The Hague & Rotterdam with Randstadrail and by bus to Delft.
- Suitable for 1 person with children or couple with children.
- Garden 50 m2;, volume of house approx. 400 m3.
- No pets.
For more information or to plan a viewing, please contact us via ******",False,125.0,Klapwijk,pijnacker,440000.0,98.4375,8.0,15.0,22,0,4.0,48.2990226658349,False,195.74,48.2990226658349
https://www.pararius.com/apartment-for-rent/utrecht/770d0036/oudegracht,2250.0,3511 NX,70.0,3,Furnished,Unlimited period,,1485.0,1.0,,Present,Not present,,A++,Not present,No,,No,"Description
Beautiful furnised A++-label 3-room apartment in a monumental building on the first floor, located on the Oudegracht in the center of Utrecht.
The apartment is located in the museum quarter with a big variety of shops and many cozy restaurants and terraces in the immediate vicinity.
The central station is within walking distance.
Layout first floor:
hall with extra storage cupboard,and separate toilet.
A large spacious bright living room with a dining area, a computer workstation, and a modern open kitchen with all appliances.
Adjacent to the living room, reachable via a sliding door is an office with a large desk, a comfortable desk chair, and plenty of cupboard space.
This room has patio doors with a French balcony overlooking the Oudegracht.
Bedroom with double bed and second television. Bathroom with spacious shower, sink, and washer-dryer combination.
There is a possibility to rent a closed bicycle storage.
We are specialized in renting objects to expats stationed in the Netherlands.
Particularities:
Minimum rental period of 12 months
Income requirement: gross monthly salary is at least 3x the monthly rent
Rent is excluding gas/city heating, water, electricity, internet/ TV and municipal taxes (user part)
No pets allowed
Smoking is not permitted
House sharing is not allowed
This property does not have a definitive energy certificate
Upon owners approval
Deposit equals two months’ rent
This information and all pictures have been compiled by us with the necessary care. No liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All sizes and dimensions are indicative.
Published measurements are not measured NEN",False,,Lange Nieuwstraat en omgeving,utrecht,582000.0,65.625,8.0,2.0,52,0,0.0,76.3069245165315,False,194.92,67.2975350904554
https://www.pararius.com/apartment-for-rent/hilversum/024b5d81/kolenstraat,1950.0,1211 KR,75.0,4,Upholstered,,,1988.0,1.0,"Shower
Toilet
Laundry room",Not present,Present,achtertuin,B,,,,No,"Description
UNFURNISHED NOT SUITABLE TO SHARE
Living in the centre of Hilversum in a cozy 3 bedroom house with a small garden and a shed! Its possible here!
Located in a car-free zone.
Modern, UNFURNISHED house in a child-friendly neighbourhood.
The neighbourhood is very cosy and quiet, walking distance to the city centre and small park (De Oude Haven).
There are a wide variety of shops and cozy restaurants and terraces in the close surroundings. By bike you are within a few minutes at the Central station of Hilversum. The accessibility is very favourable, both by car, public transport and bicycle.
LAY OUT :
Entrance, hall way, lovely light livingroom with access to the garden. The garden is partly private but with accessable to the communal garden and shed. The modern kitchen is fully equipped with all necessary appliances. Open staircase in the living room which leads to the first floor.
First floor:
Hallway with entrance to all 3 rooms on this floor. At the rear you will find the masterbedroom. Two bedrooms in the front. Bathroom with walk-in shower, sink. Separate closet where the connection is for the washer and and dryer.
Separate shed located and accessible through the communal garden.
Lovely house with many facilities in the vicinity!
Features:
Unfurnished
Three bedrooms
Garden
No pets
No smoking
Energy label B
Not suitable for share / students
This information has been compiled by us with the necessary care. No liability is accepted for any incompleteness, incorrectness or otherwise, or consequences thereof. All sizes and dimensions are indicative.
Published measurements are not NEN-2580 measured",False,,Havenstraatbuurt,hilversum,328000.0,70.3125,8.0,2.0,34,0,0.0,41.09752547307132,False,155.41,41.09752547307132
https://www.pararius.com/apartment-for-rent/vlissingen/d1b8e7c1/singel,1395.0,4382 LR,86.0,5,Upholstered,,,1932.0,1.0,,,Not present,,A,,,,No,"Description
Lovely apartment for rent in Vlissingen with 3 bedrooms in the Stadhuisplein e.o. district.",False,,Stadhuisplein e.o.,vlissingen,134000.0,80.625,4.0,0.0,41,0,0.0,15.804102772417995,False,141.43,15.804102772417995
https://www.pararius.com/apartment-for-rent/den-haag/30f3637c/gevers-deynootplein,1230.0,2586 CR,62.0,2,Furnished,,,1981.0,1.0,,Not present,,,,,,,,"Description
Fully furnished 1 bedroom apartment located in Scheveningen, The Hague, with beautiful sea views. This modern apartment offers a comfortable living space in one of the most desirable areas, with the beach, shops and restaurants within walking distance. Ideal for those who enjoy living by the sea and the convenience of local amenities.
Layout: The apartment is located in a well-maintained building with a shared entrance equipped with a doorbell panel and mailboxes. Upon entering, the hallway provides access to all rooms. The spacious living room is beautifully decorated and features large windows that offer breathtaking sea views. The room is equipped with a comfortable seating area and a dining table, making it an inviting space to relax or entertain guests. The kitchen is fully equipped with modern appliances such as a refrigerator, oven, electric hob, dishwasher and microwave, providing everything for cooking and convenience. The bedroom is cozy and well furnished, with a double bed and ample closet space. Large windows let in natural light and enhance the calm and comfortable atmosphere. The bathroom is fully tiled in a modern style and features a walk-in shower, wash basin with storage and a heated towel rail. The apartment also has a separate laundry room with a washing machine and dryer for added convenience. Deposit: 1 month's rent Rental period: 1 year Target group: 1 person or a couple of which at least 1 person is a student.",False,,Scheveningen Badplaats,den haag,406000.0,58.125,8.0,0.0,-4,0,1.5,55.59557684180871,False,102.97,39.34279035779687
https://www.pararius.com/apartment-for-rent/geleen/b0fe8a8e/markt,995.0,6161 GJ,85.0,3,Upholstered,Unlimited period,,1978.0,1.0,,Not present,Not present,,C,Not present,No,,No,"Description
Lovely apartment for rent in Geleen with 2 bedrooms in the Geleen-Centrum district.",False,,Geleen-Centrum,geleen,196000.0,79.6875,4.0,-5.0,22,0,0.0,23.069355253018237,False,123.76,23.069355253018237
https://www.pararius.com/apartment-for-rent/eindhoven/01274c31/grote-berg,1375.0,5611 KJ,80.0,2,Upholstered,,,2018.0,1.0,"Bath
Mechanical ventilation
Shower
Toilet",Not present,Present (175 m²),Nieuwe tuin 1,D,,Yes,Paid,,"Description
Upholstered apartment with garden for rent in Eindhoven with 1 bedroom in the Bergen district.",False,175.0,Bergen,eindhoven,399000.0,75.0,8.0,15.0,14,0,0.0,48.77947598253275,False,160.78,48.77947598253275
https://www.pararius.com/house-for-rent/maassluis/2ccc659a/ijlings,1511.0,3147 RD,133.0,5,,Unlimited period,,1900.0,1.0,,Not present,,,A++++,,,,,"Description
We are proud to present 9 family homes in the residential area Wilgenrijk, in Maasluis. Wilgenrijk is a green, rural and water-rich area with a high-quality vision on architecture and outdoor space that originates from the design philosophy 'the Maassluise School'. The style book 'the Maassluise School' originated from the search of 35 (landscape) architects and urban planners for the meaning of ""real, relaxing, Dutch, beautiful living"" and resulted in a residential area where it is pleasant to live, that offers relaxation and fits in with nature. Wilgenrijk consists of various cozy and small-scale neighborhoods, each with its own architectural characteristics, and is shielded from ambient noise by a recreational park wall. The area is also very child friendly due to the natural playgrounds, among other things.
Within walking distance of your house in Wilgenrijk is a unique green area, embellished by mills, canals and monumental farms with beautiful walking and cycling routes. Several supermarkets and the historic village center are within cycling distance. By metro you can easily reach Rotterdam Central Station (25 minutes), The Hague (20 minutes) and the beach (10 minutes).
The houses will be delivered bare, expected at the end of week 46 / beginning of week 47 (Thursday 14/11 - Monday 18/11). The homes have a living area between 131m² and 141m², divided over 3 floors. All floors are equipped with underfloor heating. The house also has a garden with wooden shed. The renovation work is currently still in progress, with the current photos we try to give you the best possible impression.
Layout:
Ground floor:
- Spacious living room with open kitchen of ca. 43m². The living room provides access to the garden.
- Separate toilet.
- Hallway of ca. 7m² with the meter cabinet.
First floor:
- Bedroom of ca. 17m².
- Second bedroom of ca. 12m².
- Third bedroom of ca. 8m².
- Bathroom with toilet of ca. 7m².
- Hallway of ca. 5m².
Second floor:
- Attic of over 40m².
- Technical room of ca. 5m² with washing machine connection.
Various characteristics:
- Inventory/Decoration: the houses are rented in bare condition with wallpaper ready walls, as visible on the photos.
- Facilities kitchen: kitchen of Bruynzeel without equipment.
- Facilities bathroom: washing basin, toilet, shower and design-radiator.
- Heating system: heat pump.
- Glazing: double glazing.
- Parking: in the residential area is sufficient parking created between the blocks (free parking), where partly use is made of grass paving.
- Energy label A++++
Conditions:
- The monthly rent equals € 1.507,12 up to € 1.524,82 including service costs. Additional monthly costs consist of water, electricity, internet, TV and municipal taxes. For a rough estimate of the costs you can check the website of Nibud (the national institute for budget information) under Uitgaven/Expenses. As agent we help you free of charge to arrange the utility contracts.
- Applying for rent subsidy is not possible.
The deposit equals twice the bare rent (total rent minus service costs of €25).
- Habitation is possible for a maximum of 2 adults or a family with children.
- The minimum rental period is 12 months.
Income requirement employed and self-employed:
- Allocation is based on an income test with an income limit between € 47.699,- and € 62.191,- gross per year based on a single-person household and between € 52.671,- and € 82.921,- for a multi-person household.
- For employees: a remaining term of employment of at least 10 months or a letter of intent for extension.
- For self-employed persons: a confirmation of income by an external accountant for the full past financial year and the current financial year (forecast).
- In other cases one may qualify with a guarantor, or a deposit which is increased by 1 to 2 months' rent.
Income requirement guarantor:
- Living or working in the Netherlands.
- Sufficient income and/or abbility to be able to meet the rental obligations in addition to the own living expenditures.
- Further the same requirements as for employees or self-employed.
Interested?
In a few weeks, an open house will be arranged in the homes, for which a predetermined number of candidates will be selected. This selection is done through an automated system, this way we can give you a clear picture of the hiring process. Therefore, please respond directly to this advertisement. Thank you in advance for your efforts!",False,,Wilgenrijk,maassluis,575000.0,124.6875,8.0,0.0,62,0,0.0,57.87907541780215,False,252.57,57.87907541780215
https://www.pararius.com/house-for-rent/scheemda/88b66845/dollardlaan,950.0,9679 CW,110.0,4,Shell,Unlimited period,,1990.0,1.0,,Not present,Present (35 m²),,A,Not present,Yes,Public,No,"Description
Charming house with garden for rent in Scheemda with 3 bedrooms in the Scheemda district.",False,35.0,Scheemda,scheemda,261000.0,103.125,4.0,14.25,41,0,0.0,27.361254466057957,False,189.74,27.361254466057957
https://www.pararius.com/apartment-for-rent/amsterdam/ea095904/kinkerstraat,2975.0,1053 DR,71.0,3,Furnished,Unlimited period,,1982.0,1.0,Shower,Present,Not present,,A,Not present,Yes,Paid,No,"Description
Discover this charming furnished two-bedroom apartment, offering 71 sq.m. of stylish living space on Kinkerstraat—a vibrant, multicultural street in Amsterdam's Oud-West district, popular for its diverse shops, cafes, and the lively Ten Katemarkt. The apartment has a shared backyard with the neighbours. We're seeking a tenant who can move in on November 4, 2024. The gross yearly income requirement is 125 K. Home-sharing is allowed. Students and pets are not allowed.
LIVING AREA
Corner sofa
TV with TV furniture
Storage cabinets
Desk with chair
Decoration
Dining table with 3 chairs and bench
Rug
Ceiling lamp
Rolling blinds
KITCHEN AREA
Drawers and cabinets
Integrated induction stove
Integrated extractor fan
Integrated oven
Integrated dishwasher
Integrated fridge and freezer
Ceiling lamps
BEDROOM ONE
Double bed
Bed side tables
Wardrobe and dresser
Sauna
Black out curtains
Ceiling lamp
BEDROOM TWO
Double bed
Black out curtains
Ceiling lamp
Access to balcony
BATHROOM
Walk-in shower
Thermostatic shower control
Sink and mirror
Extra shelf storage
TOILET
Sink
Toilet
RENTAL CONDITIONS
Deposit: 2 months rent
Utilities: excluded
Contract: indefinite [type A]
Available: 4th of November 2024
Registration: max. 2 persons
Sharing: allowed for max. 2 persons
Pets: not allowed
Students: not allowed
Disclaimer: We do not accept any liability for the incompleteness, or inaccuracy of the advertisement, or any consequences that it may result. All specified sizes are indicative.",False,,Van Lennepbuurt,amsterdam,478000.0,66.5625,8.0,2.0,41,0,4.0,61.399102035795565,False,181.94,60.37732867181254
https://www.pararius.com/apartment-for-rent/groningen/39c4a3aa/asingastraat,500.0,9716 EM,70.0,2,Shell,Unlimited period,,1935.0,1.0,,Not present,Not present,,F,Not present,No,,No,"Description
In Groningen, we have a spacious living space available for temporary rental. This family home of approximately 82 m² features balconies at both the front and back, one bedroom, and a private storage area for your bicycle.
The center of Groningen is reachable within a 5-minute bike ride. The Noorderplantsoen and the beach house De Dot are just a few minutes' walk away. Additionally, Noord station is around the corner, making it easy to explore the surrounding area.
The monthly rent is €500, excluding utilities.",False,,De Hoogte,groningen,221000.0,65.625,4.0,-5.0,-9,0,0.0,28.786650031191517,False,83.48,27.8558445102932
https://www.pararius.com/apartment-for-rent/utrecht/b49c593c/voorsterbeeklaan,2595.0,3521 DG,98.0,4,Upholstered,Unlimited period,,2005.0,1.0,,Not present,Not present,,A,Not present,Yes,On fenced site,No,"Description
A spacious and modern 4 room apartment located in the Parkhaven district with its own parking space in the parking garage. The Parkhaven district, which has grown into a popular residential location, is located on the cozy historic Veilinghaven, where authentic ships are moored and where pleasant shops and tasty restaurants can be found. Within walking distance is the central station, the old city center and the nightlife. The apartments are located in a quiet residential area, around a central courtyard and have energy label A. The highways futhermore are quickly accessible.
Layout:
With stairs or elevator you reach the apartment on the first floor.
Through the hallway you have on your right two spacious bedrooms of resp. 2 x 5m & 3 x 5m. On the left the wardrobe, meter cupboard, laundry room with washing machine connection, a pantry, separate toilet and the bathroom. Straight ahead you enter the spacious living room of 6 x 5 m. Adjacent to the living room, a semi-open kitchen with induction hob, oven and a separate fridge with double doors and an ice cube dispenser. At the rear an extra room, which can be used as a study, bedroom or guest room, with a view of the communal green area. The house has so-called French balconies, both at the front and rear.
In the basement of the apartment complex is a separate storage room, bicycle shed and you have your own parking space in the parking basement. You have access to this via a remote control.
We are specialized in renting objects to expats stationed in the Netherlands.
Particularities:
Minimum rental period of 12 months
Income requirement: gross monthly salary is at least 3x the monthly rent
Rent is excluding gas/city heating, water, electricity, internet/ TV and municipal taxes (user part)
No pets allowed
Smoking is not permitted
House sharing is not allowed
This property does not have a definitive energy certificate
Upon owners approval
Deposit equals two months’ rent
This information and all pictures have been compiled by us with the necessary care. No liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All sizes and dimensions are indicative.
Published measurements are not measured NEN",False,,Dichterswijk,utrecht,524000.0,91.875,4.0,-5.0,41,0,2.75,59.349077622315306,False,193.97,59.349077622315306
https://www.pararius.com/apartment-for-rent/venray/33c42080/merseloseweg,400.0,5801 CC,50.0,2,Upholstered,Unlimited period,,1957.0,1.0,,Not present,Not present,,G,Not present,Yes,On fenced site,No,"Description
Nice apartment for rent in Venray with 1 bedroom in the Vlakwater district.",False,,Vlakwater,venray,577000.0,46.875,4.0,-5.0,-15,0,0.0,89.39301310043669,False,70.56,39.68844432314411
https://www.pararius.com/apartment-for-rent/sittard/93dc4626/rijksweg-zuid,750.0,6131 AP,50.0,2,Furnished,Unlimited period,,1935.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
Nice apartment for rent in Sittard with 1 bedroom in the Ophoven district.",False,,Ophoven,sittard,0.0,46.875,4.0,-5.0,-15,0,0.0,0.0,False,30.88,0.0
https://www.pararius.com/apartment-for-rent/amsterdam/7f7d4c38/mary-van-der-sluisstraat,2300.0,1095 ME,99.0,3,Furnished,Unlimited period,,2016.0,1.0,Lift,Present,Not present,,A,Not present,Yes,Public,No,"Description
Apartment with balcony for rent in Amsterdam with 2 bedrooms in the Zeeburgereiland/Bovendiep district.",False,,Zeeburgereiland/Bovendiep,amsterdam,383000.0,92.8125,4.0,2.0,41,0,0.0,42.89382912090336,False,182.71,42.89382912090336
https://www.pararius.com/house-for-rent/geldrop/130bceca/laan-van-tolkien,1750.0,5663 RX,102.0,5,Upholstered,Unlimited period,,1990.0,1.0,"Shower
Toilet",Not present,Present (located on the north),,C,Present,Yes,Public,No,"Description
Type: Courtyard house
Location: Geldrop
IN YOUNG, SOUGHT AFTER RESIDENTIAL AREA “GENOENHUIS” LOCATED, WELL MAINTAINED EXTENDED TOWNHOUSE WITH SHED AND DEEP BACKYARD.
GROUND FLOOR:
Covered entrance, spacious hall with tiled floor, meter cupboard and staircase to 1st floor.
Neat, to ceiling tiled toilet room with wall closet and sink.
Spacious, full width living room with laminate flooring, ± 39 m² including kitchen, large practical closet and door to the garden.
The open kitchen is located at the front and equipped with a corner unit, various upper and lower cabinets, and appliances namely: gas hob, extractor, microwave, fridge-freezer and dishwasher. The kitchen has a tiled floor.
1ST FLOOR:
Spacious landing with laminate flooring and stairs cupboard.
Bedroom, ± 11,1 m², with carpeted floor, air conditioning (2022) and mosquito net. Bedroom, ± 7,1 m², with laminate flooring and sun screen.
Bedroom, ± 6,1 m², with laminate flooring.
Modern, ceiling-tiled bathroom with walk-in shower, wall closet, wide vanity unit with sink and design radiator.
2ND FLOOR:
Accessible by staircase. Landing with skylight, boiler arrangement (NEFIT HR excellent, ± 2002) and connections for washing equipment.
Spacious, 4th bedroom, ± 13.1 m², with carpeted floors, storage space and skylight.
GARDEN:
Nice landscaped front yard. Deep backyard with terrace, lawn, plants, shed with cover and back.
PARTICULARS:
* Good insulation, namely: roof and cavity wall insulation, entire house with insulating glazing.
* Spacious living room through extension at the rear.
* Energy label C.
* Living area: ± 102 m².
* Contents house: ± 363 m³.
* Land area: ± 162 m².
* Construction year: ± 1990.
* Child friendly, several playgrounds and elementary school within walking distance and located in young residential area “Genoenhuis”.
* Perfectly located to nature, elementary school, supermarket, sports facilities and roads.
* Located within cycling distance of Eindhoven.
A FINE EXTENDED HOUSE LOCATED IN THE POPULAR RESIDENTIAL AREA “GENOENHUIS”. DEFINITELY WORTH A VISIT!
Rental period indefinite with a minimum duration of 12 calendar months.
Rent is excluding costs for gas, water and electricity consumption, TV + internet and municipal taxes.",False,,Genoenhuis,geldrop,480000.0,95.625,8.0,2.0,22,0,4.0,53.5497045979964,False,185.17,53.5497045979964
https://www.pararius.com/apartment-for-rent/sittard/6bfb95c7/heerlenerweg,1250.0,6132 CK,100.0,2,Upholstered,Unlimited period,,1814.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
Apartment for rent in Sittard with 1 bedroom in the Kollenberg-Park Leyenbroek district.",False,,Kollenberg-Park Leyenbroek,sittard,437000.0,93.75,4.0,-5.0,-15,0,0.0,49.082969432314414,False,119.6,41.85487991266376
https://www.pararius.com/house-for-rent/amstelveen/4b166494/else-mauhsstraat,3500.0,1183 EB,143.0,6,,,,1967.0,1.0,"Cable TV
Mechanical ventilation
Shower
Toilet",Not present,"Present (53 m², located on the east)","achtertuin, voortuin",C,Present,Yes,Paid,No,"Description
Spacious house with garden for rent in Amstelveen with 4 bedrooms in the Heldenbuurt district.",False,53.0,Heldenbuurt,amstelveen,488000.0,134.0625,8.0,15.0,22,0,0.0,47.90212843924634,False,226.96,47.90212843924634
https://www.pararius.com/house-for-rent/zwijndrecht/b92b5802/de-were,2250.0,3332 KE,147.0,5,Furnished,Temporary rental,,1969.0,1.0,"Bath
Awnings
Sliding doors
Toilet",Not present,Present (900 m²),,,Not present,No,,No,"Description
Spacious house with garden for rent in Zwijndrecht with 4 bedrooms in the De Were en omgeving district.",False,900.0,De Were en omgeving,zwijndrecht,319000.0,137.8125,4.0,15.0,-15,0,0.0,30.476279594807355,False,172.29,30.476279594807355
